Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB000262,2L,20940037,20942640,-1,AATE002862,KI421882,2678153,2683959,AGAP028176,3R,20652244,20655924
AALB001539,2L,34700886,34703733,1,AATE012089,KI421882,11276678,11281549,AGAP008311,3R,8856976,8861097
AALB004558,3L,11266999,11275835,-1,AATE008390,KI421884,5589451,5599829,AGAP006023,2L,24995243,25017164
AALB015283,2L,25045995,25046066,1,,,,,,,,
AALB006050,3L,30951561,30952895,-1,AATE017626,KI421891,1794700,1796612,AGAP006241,2L,28585064,28586748
AALB004229,3L,5640931,5641959,1,AATE020264,KI421884,1317902,1318933,AGAP005569,2L,17320615,17321803
AALB014388,3R,22263933,22266917,1,,,,,,,,
AALB005870,3L,28751225,28755290,1,AATE001796,KI421886,8466795,8470620,AGAP006357,2L,30447420,30450620
AALB008459,2R,26493677,26495471,-1,AATE001114,KI421888,9266517,9268546,AGAP001723,2R,8931913,8933709
AALB006160,3L,32404464,32404856,1,AATE011298,KI421886,9928091,9928483,AGAP005131,2L,10342081,10343123
AALB010806,3R,19709106,19715978,-1,AATE017984,KI421887,2414379,2421513,AGAP012160,3L,38123398,38130250
AALB004987,3L,17847068,17852501,1,AATE018629,KI421884,8187942,8188843,AGAP004917,2L,6006268,6007230
AALB004987,3L,17847068,17852501,1,AATE018629,KI421884,8187942,8188843,AGAP004916,2L,5996795,5997803
AALB004987,3L,17847068,17852501,1,AATE018629,KI421884,8187942,8188843,AGAP004918,2L,6008201,6009301
AALB009596,2R,24274277,24281885,-1,AATE003345,KI421883,3909610,3913168,AGAP001333,2R,3253875,3257684
AALB008104,2R,32297110,32298241,-1,AATE014606,KI421885,3946618,3949715,AGAP002051,2R,14587908,14601133
AALB001747,2L,30310514,30313767,1,AATE003197,KI421882,15935035,15936210,AGAP008424,3R,10594562,10595671
AALB004890,3L,16791576,16799062,1,AATE019313,KI421884,6025006,6038856,AGAP005983,2L,24488231,24497683
AALB007321,3L,911019,912115,1,AATE012526,KI421886,3830542,3832001,AGAP004952,2L,7172678,7174184
AALB007391,3R,27397136,27397691,1,AATE008637,KI421902,60190,69502,,,,
AALB004072,3R,21030192,21031108,1,,,,,AGAP011580,3L,28371854,28372989
AALB009531,2R,203782,205204,1,AATE010841,KI421883,8875154,8878487,AGAP003227,2R,34048328,34049738
AALB008303,2R,29232916,29238882,-1,AATE017891,KI421892,7003975,7011599,,,,
AALB014400,3R,21260131,21260455,-1,,,,,,,,
AALB004469,3L,9787725,9790975,-1,,,,,,,,
AALB003736,3R,233404,236268,-1,AATE002078,KI421887,8139266,8140723,AGAP011905,3L,34826608,34828062
AALB006147,3L,32263600,32264705,-1,AATE005091,KI421886,9709827,9716576,AGAP006192,2L,28210040,28211706
AALB006147,3L,32263600,32264705,-1,AATE002500,KI421886,9725151,9732375,AGAP006192,2L,28210040,28211706
AALB000280,2L,20669665,20725958,1,AATE005625,KI421882,11185074,11191069,AGAP008317,3R,8873794,8943972
AALB001738,2L,30363269,30365629,1,AATE011396,KI421890,7623756,7626107,AGAP028093,3R,10586434,10590232
AALB002091,2R,22719621,22721188,-1,,,,,,,,
AALB008488,3R,23691033,23691669,-1,,,,,AGAP011059,3L,15804377,15804935
AALB014134,3R,31357496,31362823,-1,,,,,,,,
AALB002202,2R,20702316,20702810,1,,,,,,,,
AALB002080,2R,22898110,22900711,1,AATE004385,KI421885,10071732,10094779,AGAP004169,2R,51061642,51147282
AALB003913,2R,26091977,26100260,1,AATE008420,KI421885,9127652,9138072,AGAP013288,2R,6149809,6160034
AALB015361,2R,39148075,39148146,-1,,,,,,,,
AALB004001,3R,22043606,22044698,-1,AATE015757,KI421885,1392353,1407222,AGAP000522,X,9410886,9414540
AALB003363,2R,43344188,43345025,1,AATE010070,KI421885,2819750,2820973,AGAP004030,2R,47972284,47973328
AALB003480,2R,41354120,41357356,1,AATE008099,KI421892,3434462,3437800,AGAP013017,2R,55795232,55798621
AALB004032,3R,21434633,21453309,-1,AATE018282,KI421893,5015250,5035421,AGAP011118,3L,17297536,17317711
AALB003464,2R,41568320,41571895,1,AATE003273,KI421892,3206363,3216868,AGAP004392,2R,55570547,55588690
AALB001268,3R,31192199,31196030,1,,,,,,,,
AALB009771,3R,2791730,2796646,1,AATE006793,KI421901,2924885,2942873,AGAP012031,3L,36721356,36723906
AALB001482,2L,35221815,35234442,-1,AATE003501,KI421882,10061786,10063716,AGAP008373,3R,10099780,10101327
AALB007336,3L,1179422,1181971,-1,AATE009714,KI421886,3186611,3193477,,,,
AALB014097,2L,7302713,7308164,-1,,,,,,,,
AALB003210,3L,2388041,2394675,1,AATE009627,KI421905,416352,422900,AGAP005193,2L,12161061,12167511
AALB003378,2R,42754072,42755291,-1,AATE013348,KI421888,8789286,8791984,,,,
AALB008172,2R,31066246,31070086,-1,AATE019163,KI421888,7744101,7746446,AGAP003923,2R,46293559,46295520
AALB010342,3R,12346104,12346538,-1,AATE002351,KI421887,6944480,6948355,AGAP028411,3L,24220789,24221280
AALB004456,3L,9402248,9410193,-1,AATE017267,KI421884,7135234,7153809,AGAP005807,2L,21508765,21610766
AALB014013,2L,23137339,23140009,-1,AATE011546,KI421882,5958046,5960781,AGAP028114,3R,29051094,29053709
AALB007209,2R,17095453,17098207,1,AATE012565,KI421897,1290847,1297404,AGAP003502,2R,38742778,38749440
AALB007209,2R,17095453,17098207,1,AATE012565,KI421897,1290847,1297404,AGAP012561,UNKN,16263382,16263989
AALB002518,2R,13280894,13282055,1,AATE015338,KI421888,6425643,6427018,,,,
AALB009835,3R,3476980,3483554,1,AATE014136,KI421902,2187307,2197626,AGAP010725,3L,8995077,8998846
AALB001598,2L,33747562,33748064,-1,AATE014688,KI421912,335138,336790,AGAP009989,3R,47255828,47257240
AALB003266,3L,2992934,2993251,-1,,,,,,,,
AALB009523,2R,375250,376643,1,AATE012909,KI421883,9214659,9216360,AGAP003236,2R,34315777,34317509
AALB001299,2L,37934529,37945553,-1,,,,,AGAP008266,3R,8087302,8090543
AALB000563,2L,15431241,15432518,-1,AATE019577,KI421890,1683149,1683992,AGAP009671,3R,38172112,38172962
AALB009500,2R,634799,639979,-1,AATE012369,KI421883,9627285,9632301,AGAP003276,2R,34786899,34792086
AALB007574,3R,28751982,28768064,-1,AATE012142,KI421910,958793,982447,AGAP010413,3L,2922150,2950506
AALB003179,2R,38381308,38385955,1,AATE006732,KI421885,1344777,1349757,AGAP004298,2R,54164660,54180674
AALB003078,2R,36450276,36467237,1,AATE004864,KI421885,4469938,4478035,AGAP013458,2R,10233605,10254474
AALB008357,2R,28496953,28498106,-1,AATE003775,KI421908,1354912,1356026,AGAP004605,2R,58336575,58337779
AALB004321,3L,7253072,7258794,1,AATE011953,KI421894,2209980,2211887,AGAP005255,2L,13244005,13250634
AALB004058,3R,21191151,21191639,1,AATE000827,KI421906,980951,981364,AGAP000706,X,12641186,12641809
AALB004058,3R,21191151,21191639,1,AATE000827,KI421906,980951,981364,AGAP013152,X,12634652,12635281
AALB004058,3R,21191151,21191639,1,AATE000827,KI421906,980951,981364,AGAP009825,3R,43819438,43820572
AALB004058,3R,21191151,21191639,1,AATE000827,KI421906,980951,981364,AGAP013372,X,12645543,12646166
AALB004058,3R,21191151,21191639,1,AATE000827,KI421906,980951,981364,AGAP012124,3L,37857555,37858415
AALB004058,3R,21191151,21191639,1,AATE000827,KI421906,980951,981364,AGAP012911,UNKN,37985940,37986440
AALB004058,3R,21191151,21191639,1,AATE001311,KI421920,273693,274157,AGAP000706,X,12641186,12641809
AALB004058,3R,21191151,21191639,1,AATE001311,KI421920,273693,274157,AGAP013152,X,12634652,12635281
AALB004058,3R,21191151,21191639,1,AATE001311,KI421920,273693,274157,AGAP009825,3R,43819438,43820572
AALB004058,3R,21191151,21191639,1,AATE001311,KI421920,273693,274157,AGAP013372,X,12645543,12646166
AALB004058,3R,21191151,21191639,1,AATE001311,KI421920,273693,274157,AGAP012124,3L,37857555,37858415
AALB004058,3R,21191151,21191639,1,AATE001311,KI421920,273693,274157,AGAP012911,UNKN,37985940,37986440
AALB002575,2R,12220467,12222990,1,AATE008763,KI421883,11396520,11401297,AGAP013532,2R,36383305,36385541
AALB000019,2L,25590209,25602950,1,AATE002941,KI422031,21668,38287,AGAP009180,3R,28164611,28180138
AALB015101,2R,19879036,19879108,-1,,,,,,,,
AALB001034,2L,7349532,7354141,1,AATE011770,KI421978,1081,41720,AGAP009256,3R,29972930,29982290
AALB001034,2L,7349532,7354141,1,AATE015049,KI421882,9211141,9226029,AGAP009256,3R,29972930,29982290
AALB014286,2R,50200316,50203267,-1,AATE011671,KI421908,915766,917343,AGAP013302,2R,58844634,58846174
AALB015381,2L,20443355,20443426,-1,,,,,,,,
AALB014785,2R,26927219,26933491,-1,,,,,,,,
AALB007875,2L,607912,610223,1,AATE002566,KI421900,683369,687033,AGAP010229,3R,51294571,51297332
AALB004841,3L,16049903,16052193,1,AATE021018,KI421898,229861,233455,AGAP000554,X,9885451,9889019
AALB007490,3R,32566122,32568610,1,AATE006391,KI422039,198,6133,AGAP004726,2L,2804809,2807762
AALB007490,3R,32566122,32568610,1,AATE014091,KI421931,83,856,AGAP004726,2L,2804809,2807762
AALB009424,2R,1404648,1408419,1,AATE000916,KI421888,1869247,1873554,AGAP001150,2R,609030,612419
AALB006968,3R,24333706,24334635,-1,AATE009204,KI421899,1198779,1199690,AGAP011132,3L,17690415,17691167
AALB003353,2R,43545321,43547791,1,AATE009537,KI421885,2615156,2618023,AGAP004038,2R,48266124,48268778
AALB009557,2R,23569505,23573693,1,AATE009496,KI421885,11402027,11419726,AGAP003945,2R,46708274,46742083
AALB004908,3L,17110109,17116459,1,AATE017523,KI421884,990980,997853,AGAP006905,2L,39840850,39847803
AALB007412,3R,27166778,27169693,1,AATE009350,KI421902,315655,318597,AGAP011299,3L,20690493,20693408
AALB003023,2R,35455160,35456453,1,,,,,,,,
AALB014972,3R,14256679,14259240,-1,,,,,,,,
AALB003441,2R,41975214,41982942,1,AATE016778,KI421888,7371024,7386327,AGAP003115,2R,32677888,32742956
AALB010248,3R,10661224,10683224,-1,AATE005568,KI421887,8810176,8828321,AGAP011823,3L,33834822,33854354
AALB006983,3R,24507545,24508622,-1,AATE008455,KI421910,613101,614186,AGAP010941,3L,13519034,13520120
AALB006980,3R,24396174,24398831,-1,AATE000184,KI421910,722975,725293,AGAP010938,3L,13388416,13390605
AALB007587,3R,29023814,29026450,-1,AATE010599,KI421910,1286457,1289307,AGAP010426,3L,3167933,3170606
AALB008201,2R,30872006,30880416,1,AATE005524,KI421885,6693030,6705252,AGAP002159,2R,16596910,16608275
AALB009446,2R,1279297,1279782,-1,AATE004703,KI421883,10504535,10505240,AGAP004191,2R,51639864,51640488
AALB001198,2L,4067650,4074396,-1,AATE002883,KI421911,604996,611810,AGAP009034,3R,24371323,24373977
AALB002383,2R,14876225,14882631,-1,AATE005712,KI421897,3714897,3716872,,,,
AALB005918,3L,29260044,29266349,1,AATE005694,KI421886,8359466,8366311,AGAP006373,2L,30566598,30573592
AALB004396,3L,8138112,8143101,1,AATE004822,KI421894,3386315,3394505,AGAP005281,2L,13589239,13600295
AALB003067,2R,36229966,36234566,-1,AATE013300,KI421885,8480340,8482961,AGAP002762,2R,26790354,26793054
AALB000370,2L,19094669,19102779,-1,AATE016622,KI421882,15235409,15239374,AGAP009919,3R,45303063,45305641
AALB014158,2L,33674783,33675888,-1,AATE010276,KI421912,440178,441479,AGAP009991,3R,47331414,47332656
AALB004929,3L,17386508,17386998,-1,AATE016595,KI421905,981313,982067,AGAP006140,2L,27091238,27091722
AALB009183,2R,4514528,4515034,1,AATE007455,KI421888,2629509,2630015,AGAP001306,2R,2802248,2803419
AALB001386,2L,36654580,36655618,1,,,,,AGAP007949,3R,3265509,3267166
AALB009020,2R,6714372,6714992,1,AATE010991,KI421885,3190484,3196824,AGAP003658,2R,41239013,41282915
AALB003275,3L,3284511,3286752,1,AATE015351,KI421884,2478081,2480542,AGAP006279,2L,29397211,29402190
AALB001855,2L,28780117,28781671,1,AATE011422,KI421882,13200505,13202269,AGAP002894,2R,28981542,28983105
AALB001855,2L,28780117,28781671,1,AATE011422,KI421882,13200505,13202269,AGAP008219,3R,6976501,6978142
AALB001855,2L,28780117,28781671,1,AATE006940,KI421885,4563031,4565129,AGAP002894,2R,28981542,28983105
AALB001855,2L,28780117,28781671,1,AATE006940,KI421885,4563031,4565129,AGAP008219,3R,6976501,6978142
AALB015845,2R,48358562,48361749,-1,AATE019679,KI421885,5473359,5476510,AGAP004241,2R,52974810,52977885
AALB000856,2L,10712007,10712666,1,AATE020472,KI421882,1547527,1549356,AGAP009059,3R,24957872,24958772
AALB009790,3R,2974108,2982900,-1,AATE012547,KI421903,1943113,1955619,AGAP011702,3L,31645368,31653862
AALB014799,2R,48302581,48304336,-1,,,,,,,,
AALB000704,2L,13009508,13011181,-1,AATE018362,KI421889,4560081,4561844,AGAP008523,3R,11769085,11770834
AALB005378,3L,22965419,22966938,1,AATE015022,KI421886,10696154,10697912,AGAP006717,2L,37150360,37152373
AALB001613,2L,33459202,33465022,-1,AATE008126,KI421882,18456041,18461659,AGAP009487,3R,34698322,34703418
AALB001473,2L,35415674,35419156,1,AATE017926,KI421882,10301504,10323174,AGAP008357,3R,9870960,9890511
AALB006090,3L,31438291,31441371,1,,,,,AGAP005054,2L,8834960,8840482
AALB006205,3L,32998541,33002696,1,AATE008924,KI421889,9283666,9286428,AGAP007588,2L,48031046,48032683
AALB006205,3L,32998541,33002696,1,AATE008924,KI421889,9283666,9286428,AGAP007589,2L,48033195,48035035
AALB003111,2R,37168356,37169151,-1,AATE016669,KI421883,4536805,4537852,AGAP003875,2R,44918572,44919063
AALB005158,3L,20074507,20079377,1,AATE000327,KI421884,12108016,12112010,AGAP007509,2L,46996868,47000621
AALB014371,3R,834553,834947,1,,,,,,,,
AALB008637,2R,47149133,47150212,1,AATE016345,KI421885,9690808,9691827,AGAP012989,2R,50733404,50734477
AALB002469,2R,13756705,13760820,1,AATE012573,KI421897,319803,373479,AGAP001577,2R,6374968,6432123
AALB009393,2R,1875815,1881301,1,AATE021108,KI421888,1353417,1355428,,,,
AALB008950,2R,7605267,7607417,1,AATE009109,KI421906,1530895,1533840,AGAP002731,2R,26299185,26302081
AALB010172,3R,9636820,9645508,-1,AATE018275,KI421902,1373758,1376181,AGAP028696,3L,12902334,12904826
AALB014209,2R,20957872,20958581,1,,,,,,,,
AALB000836,2L,10906342,10908706,-1,AATE007328,KI421889,5628979,5631437,AGAP007967,3R,3388672,3390659
AALB005736,3L,27077360,27078829,1,AATE006370,KI421886,11664153,11671677,AGAP006956,2L,40240418,40252213
AALB009746,3L,83866,87253,-1,AATE020047,KI421900,18198,22065,AGAP004747,2L,3034074,3037695
AALB004209,3L,5355437,5356112,1,AATE004974,KI421905,1223253,1223760,AGAP007245,2L,44519402,44519897
AALB001723,2L,30464029,30466539,-1,AATE004438,KI421890,7738412,7741090,AGAP009088,3R,25498184,25501754
AALB002782,2R,44631480,44632487,-1,AATE002260,KI421892,6468686,6469748,AGAP013180,2R,42418050,42419239
AALB014108,2L,5912662,5913872,1,,,,,,,,
AALB001356,2L,36869111,36870605,-1,AATE016982,KI421882,19538000,19540069,AGAP007868,3R,2391126,2393215
AALB007327,3L,962628,963116,-1,AATE018093,KI421886,2881699,2882535,AGAP005019,2L,8328944,8329672
AALB005564,3L,24919448,24924417,1,AATE014238,KI421891,4535662,4540094,AGAP006998,2L,40542177,40546097
AALB008026,2L,2990817,2991762,-1,AATE020219,KI421893,6057979,6059147,,,,
AALB014217,2R,19393153,19394096,1,,,,,,,,
AALB000478,2L,17164706,17167271,1,AATE001756,KI421889,6850714,6853647,AGAP008854,3R,19483357,19485634
AALB002025,2L,26360351,26362332,-1,,,,,,,,
AALB009676,2R,25039331,25040155,1,AATE004611,KI421883,1682305,1683278,AGAP028480,2R,24133938,24134998
AALB001022,2L,7627611,7641233,-1,AATE005802,KI421882,9513475,9532122,AGAP009242,3R,29243435,29263970
AALB001022,2L,7627611,7641233,-1,AATE001840,KI421882,9427343,9449712,AGAP009242,3R,29243435,29263970
AALB002161,2R,21094926,21098940,1,AATE012978,KI421888,9220057,9222113,AGAP012792,UNKN,29365971,29367493
AALB002161,2R,21094926,21098940,1,AATE012978,KI421888,9220057,9222113,AGAP004138,2R,50676211,50677148
AALB008984,2R,7261437,7262140,1,AATE010272,KI421888,9968661,9971245,AGAP002857,2R,28317546,28321557
AALB010474,3R,14174829,14176419,-1,AATE003249,KI421893,5234133,5236231,,,,
AALB007269,2R,16148805,16150061,1,AATE007476,KI421883,12280714,12281862,AGAP003132,2R,33107755,33109165
AALB005440,3L,23602009,23603335,1,AATE003566,KI421884,12851246,12853301,AGAP007658,2L,48820789,48821860
AALB003616,2R,39541248,39543614,-1,AATE014797,KI421885,258947,262264,AGAP013472,2R,49707673,49708236
AALB001023,2L,7599517,7607030,1,AATE016794,KI421882,9390134,9396159,AGAP009246,3R,29380761,29386394
AALB007034,3R,25835339,25839871,1,AATE006556,KI421893,642755,653652,AGAP011180,3L,18286281,18289012
AALB009438,2R,1307619,1319092,-1,,,,,AGAP002502,2R,22055523,22063775
AALB007188,2R,17364721,17369673,1,AATE011598,KI421892,7372644,7374164,AGAP004117,2R,50189962,50234636
AALB010120,3R,8402085,8403953,1,AATE018561,KI421893,3021857,3030243,AGAP028185,3L,36176536,36193008
AALB003766,3R,531733,538200,1,AATE014440,KI421887,7748616,7756265,AGAP011937,3L,35390430,35398037
AALB009433,2R,1344376,1352409,-1,,,,,AGAP001264,2R,2095727,2097478
AALB009814,3R,3244570,3251419,-1,AATE016920,KI421887,2952963,2961004,AGAP011454,3L,24917328,24922378
AALB010684,3R,17724999,17725794,-1,,,,,,,,
AALB008477,3R,23803066,23808799,-1,AATE013638,KI421903,495667,504263,AGAP011363,3L,21989726,22016185
AALB014143,3R,31106773,31111946,1,,,,,,,,
AALB006243,3L,33472894,33473925,-1,AATE017054,KI421884,13143374,13144539,AGAP007634,2L,48512451,48514044
AALB009143,2R,4946983,4951376,1,,,,,,,,
AALB002680,2R,10327432,10334164,-1,,,,,AGAP013537,2R,5147348,5148187
AALB007463,3R,33112667,33122077,-1,,,,,,,,
AALB010577,3R,15823128,15825490,1,AATE019302,KI421887,478251,481122,AGAP011215,3L,19435987,19438248
AALB014937,3R,8335243,8335891,1,,,,,,,,
AALB004539,3L,11025357,11028258,-1,AATE019709,KI421884,10715989,10717294,AGAP007371,2L,46133197,46134337
AALB000823,2L,10999120,11025944,1,AATE016095,KI421882,8471856,8503805,AGAP009799,3R,43583846,43641381
AALB014067,2L,11919372,11919919,-1,,,,,,,,
AALB015438,3R,28818960,28819032,-1,,,,,,,,
AALB010397,3R,12883399,12885090,-1,AATE016885,KI421901,3337211,3338926,AGAP028408,3L,6560841,6562922
AALB002106,2R,22366800,22367418,1,,,,,,,,
AALB014650,2R,16296790,16300129,1,,,,,,,,
AALB005212,3L,20805381,20809567,1,AATE011790,KI421891,2329860,2334745,AGAP005468,2L,15982108,15986356
AALB003049,2R,35891066,35894314,-1,AATE000757,KI421888,6189395,6193522,AGAP002888,2R,28822444,28860915
AALB009298,2R,2941195,2943496,1,AATE001595,KI421888,265678,268138,AGAP001107,2R,263675,267184
AALB008861,2R,8806633,8808657,1,AATE015048,KI421883,7536165,7652922,,,,
AALB005277,3L,21810627,21811564,1,AATE013355,KI421891,804155,805674,,,,
AALB001348,2L,36917495,36918833,-1,,,,,AGAP009556,3R,36127568,36145659
AALB014797,2R,48518682,48519472,-1,,,,,,,,
AALB015335,3R,15890338,15890410,-1,,,,,,,,
AALB002149,2R,21286613,21287721,1,AATE011034,KI421888,8984750,8990708,AGAP004127,2R,50429581,50430646
AALB004911,3L,17155638,17165398,1,AATE014174,KI421884,1036492,1038124,AGAP007692,2L,49084812,49086463
AALB004911,3L,17155638,17165398,1,AATE014174,KI421884,1036492,1038124,AGAP001375,2R,4000870,4013511
AALB004911,3L,17155638,17165398,1,AATE006202,KI421884,1038960,1041598,AGAP007692,2L,49084812,49086463
AALB004911,3L,17155638,17165398,1,AATE006202,KI421884,1038960,1041598,AGAP001375,2R,4000870,4013511
AALB000180,2L,22385063,22389141,-1,AATE009647,KI421882,12732886,12743129,AGAP008232,3R,7436657,7478834
AALB007304,3L,377630,380178,1,AATE020681,KI421905,797486,800193,AGAP005040,2L,8710708,8712165
AALB009510,2R,536781,539867,1,AATE018734,KI421883,9477051,9478866,AGAP003264,2R,34604194,34606009
AALB000189,2L,22067146,22072176,-1,AATE001923,KI421882,18748968,18768759,AGAP009516,3R,35087736,35091258
AALB002868,2R,50106629,50110441,-1,AATE015381,KI421885,8552533,8557736,AGAP001794,2R,10524887,10528650
AALB004046,3R,21308674,21309502,-1,,,,,,,,
AALB008456,2R,26502535,26504749,1,AATE001486,KI421885,9697743,9700316,AGAP004147,2R,50740501,50742791
AALB000649,2L,13850452,13850847,-1,AATE002003,KI421890,4786057,4786440,AGAP009155,3R,27699771,27700157
AALB014445,3L,14709845,14710421,-1,,,,,,,,
AALB003842,3R,1596491,1597133,-1,,,,,,,,
AALB005050,3L,18983025,18983754,-1,AATE007477,KI421886,1459420,1460275,AGAP006603,2L,34671924,34672772
AALB002945,2R,34334553,34335916,-1,AATE006443,KI421883,16133805,16135574,AGAP002437,2R,21381905,21383668
AALB008273,2R,29707966,29710225,1,AATE012640,KI421908,1056383,1059191,AGAP004629,2R,58639321,58640275
AALB004405,3L,8199920,8204570,1,AATE009375,KI421884,4059652,4065922,AGAP006653,2L,35703490,35710132
AALB015591,2L,23564698,23566267,1,AATE015096,KI421882,6445657,6447853,AGAP009720,3R,40915985,40919120
AALB015591,2L,23564698,23566267,1,AATE015096,KI421882,6445657,6447853,AGAP009706,3R,39216658,39218135
AALB015591,2L,23564698,23566267,1,AATE015096,KI421882,6445657,6447853,AGAP009707,3R,39220352,39223844
AALB015591,2L,23564698,23566267,1,AATE015096,KI421882,6445657,6447853,AGAP009718,3R,40308332,40314866
AALB015591,2L,23564698,23566267,1,AATE015096,KI421882,6445657,6447853,AGAP009705,3R,39205246,39206741
AALB015591,2L,23564698,23566267,1,AATE015096,KI421882,6445657,6447853,AGAP009719,3R,40344257,40347645
AALB001958,2L,27117866,27118885,1,AATE014880,KI421882,16398826,16400154,AGAP009335,3R,31533114,31534700
AALB008282,2R,29603062,29608235,1,AATE011558,KI421885,7592830,7600084,AGAP012995,2R,17408443,17412648
AALB008282,2R,29603062,29608235,1,AATE011558,KI421885,7592830,7600084,AGAP013366,2R,17397918,17402770
AALB008282,2R,29603062,29608235,1,AATE011558,KI421885,7592830,7600084,AGAP013463,2R,17414384,17421150
AALB004059,3R,21177183,21184547,-1,AATE013464,KI421893,4729844,4737175,AGAP012123,3L,37844721,37873153
