"X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5","X1","X2","X3","X4","X5"
"AALB000021","2L","25581210","25585931","-1","AATE013619","KI421882","958404","961486","-1","AGAP009178","3R","28154525","28156130","-1","ASIS003417","KI916302","400752","403343","-1"
"AALB001175","2L","4668146","4676437","-1","AATE001337","KI421911","55840","65754","1","AGAP008814","3R","18279203","18284644","1","ASIS022598","AXCK02025921","264","2134","1"
"AALB006180","3L","32634842","32642851","-1","AATE015069","AXCP01007903","6437","12315","-1","AGAP006747","2L","37733113","37744769","-1","ASIS023303","KI916346","584713","589849","-1"
"AALB004743","3L","14056392","14057459","1","AATE005511","KI421894","3259134","3260779","-1","AGAP004885","2L","4953470","4954359","1","ASIS010230","KI916385","477427","478502","-1"
"AALB005168","3L","20198160","20198724","1","AATE008931","KI421884","11953993","11955540","-1","AGAP007522","2L","47142923","47144020","1","ASIS001923","KI916184","1940549","1942056","-1"
"AALB009987","3R","5989317","5990383","1","AATE012742","KI421887","7067641","7069435","1","AGAP011415","3L","24038267","24039058","-1","ASIS006964","KI916216","297392","302777","1"
"AALB004953","3L","17523502","17524539","-1","AATE000001","KI421891","3548054","3552511","1","AGAP006386","2L","31037564","31038934","1","ASIS015799","KI916743","2289","3889","-1"
"AALB000700","2L","13066234","13070920","1","AATE006320","KI421889","4628125","4643080","1","AGAP008530","3R","11896815","11900183","1","ASIS019115","KI916214","938550","945765","1"
"AALB007563","KB672425","15917","19243","-1","AATE009159","KI421900","312326","319174","1","AGAP004769","2L","3297616","3317823","1","ASIS007161","KI916792","26714","32717","-1"
"AALB015583","2L","28390850","28394909","-1","AATE018895","KI421889","2174798","2179555","1","AGAP009645","3R","37511611","37514030","-1","ASIS015585","KI916402","262529","265367","-1"
"AALB015456","2L","27335389","27336740","1","AATE010615","KI421882","14496109","14497655","1","AGAP009853","3R","44349124","44350645","-1","ASIS022457","KI916270","585492","586682","-1"
"AALB005162","3L","20163596","20170645","1","AATE020480","KI421884","12003011","12018139","-1","AGAP007512","2L","47076753","47106985","1","ASIS020576","KI916184","1980346","1988307","-1"
"AALB001080","2L","6416598","6419280","1","AATE003654","KI421890","8981428","8985901","1","AGAP008755","3R","17094487","17122781","1","ASIS000032","KI916391","147947","148909","-1"
"AALB008703","2R","46261378","46262798","-1","AATE014852","KI421885","1573927","1576440","1","AGAP004069","2R","49461923","49463432","-1","ASIS016981","KI916758","46113","47511","1"
"AALB008843","2R","9143243","9149128","1","AATE010928","KI421888","4174927","4180050","1","AGAP001867","2R","11691761","11698819","1","ASIS012938","KI916183","1597261","1607898","1"
"AALB000297","2L","20445797","20447327","1","AATE015389","KI421890","6885352","6887420","-1","AGAP009296","3R","30910541","30912360","-1","ASIS015750","KI916371","525363","527145","-1"
"AALB002848","2R","49824525","49826859","-1","AATE009685","KI421888","9606563","9613041","1","AGAP003428","2R","37646811","37672910","1","ASIS005450","KI916314","409074","414860","1"
"AALB005610","3L","25399700","25400828","-1","AATE016114","KI421916","173739","186084","1","AGAP006515","2L","33620149","33621045","1","ASIS018682","KI916192","1252098","1265346","1"
"AALB002597","2R","11763469","11775566","1","AATE011663","KI421883","11885551","11900642","-1","AGAP003366","2R","36878348","36890038","-1","ASIS004617","KI916268","801614","822033","-1"
"AALB002468","2R","13792190","13795968","1","AATE021199","KI421897","394422","401451","1","AGAP001581","2R","6447644","6451539","1","ASIS003940","AXCK02019598","7956","11940","1"
"AALB002557","2R","12851589","12853895","1","AATE013917","KI421883","10714882","10717589","-1","AGAP004207","2R","51863704","51866254","-1","ASIS021246","KI916572","141012","142250","-1"
"AALB006466","X","6109274","6112256","1","AATE009380","KI421896","2089903","2092755","1","AGAP000744","X","13623925","13626564","-1","ASIS009467","KI916243","719696","722419","-1"
"AALB005141","3L","19961581","19970790","-1","AATE006106","KI421884","12216638","12220332","1","AGAP007490","2L","46876393","46880063","-1","ASIS019254","KI916184","2173907","2189176","1"
"AALB009671","2R","25008059","25015747","1","AATE009239","KI421883","1648019","1654790","1","AGAP002614","2R","24163045","24168560","-1","ASIS020288","KI916215","405746","410427","-1"
"AALB001917","2L","27713545","27715122","-1","AATE018732","KI421882","4899550","4901028","1","AGAP008042","3R","4802921","4804671","-1","ASIS023791","KI916319","60172","61650","-1"
"AALB008999","2R","6998472","6999618","1","AATE008529","KI421888","9668669","9670491","1","AGAP002876","2R","28571278","28572556","-1","ASIS014628","KI916329","504230","505364","1"
"AALB003974","3R","22307963","22310067","1","AATE020649","KI421893","4717752","4721439","-1","AGAP012119","3L","37834518","37836446","-1","ASIS019796","KI916195","358359","360546","-1"
"AALB010815","3R","19860403","19862046","-1","AATE003061","KI421899","1804019","1808343","1","AGAP012664","UNKN","22762745","22764650","-1","ASIS018022","KI916484","119824","122801","-1"
"AALB004961","3L","17608601","17610215","-1","AATE005920","KI421886","543445","545548","1","AGAP006944","2L","40193242","40195285","1","ASIS004904","KI916307","103604","105236","-1"
"AALB006273","X","8518984","8521333","-1","AATE019030","KI421896","1827785","1841129","-1","AGAP000713","X","12726946","12743043","1","ASIS021510","KI916389","276442","277345","-1"
"AALB006440","X","6373281","6374087","1","AATE000965","KI421896","4090872","4096379","1","AGAP000548","X","9838280","9839504","1","ASIS004639","KI916278","172542","173645","1"
"AALB004817","3L","15093385","15096179","1","AATE002124","KI421894","444357","446517","1","AGAP005392","2L","14903720","14905010","-1","ASIS001797","KI916279","642222","645774","-1"
"AALB004122","3L","4314629","4316874","-1","AATE004013","KI421884","3430135","3432597","-1","AGAP005643","2L","18166375","18168796","1","ASIS016004","KI916363","162555","163318","-1"
"AALB003395","2R","42649706","42650640","1","AATE002824","KI421892","5404110","5404922","1","AGAP013445","2R","37494287","37495123","-1","ASIS007249","KI916300","55019","55828","1"
"AALB001915","2L","27716446","27718951","1","AATE015963","KI421882","4895206","4898282","-1","AGAP008044","3R","4806082","4808982","1","ASIS010199","KI916319","62993","66684","1"
"AALB009705","2R","25724744","25734766","1","AATE011269","KI421904","1722124","1726082","-1","AGAP028588","UNKN","21756120","21763435","-1","ASIS017539","KI916269","72669","83580","1"
"AALB006864","X","1203426","1209810","1","AATE018114","KI421918","358676","376425","1","AGAP000776","X","13917965","13927924","-1","ASIS022303","KI916448","117774","125473","-1"
"AALB001357","2L","36867859","36868758","1","AATE002024","KI421882","19539937","19541237","-1","AGAP007869","3R","2393397","2394486","-1","ASIS018259","KI916609","41687","42754","-1"
"AALB000155","2L","22978615","22980770","1","AATE003276","KI421882","12128417","12129656","-1","AGAP008261","3R","8073412","8074528","1","ASIS005898","KI916449","191481","192595","1"
"AALB007797","X","10580587","10584959","1","AATE005968","KI421898","932419","937070","1","AGAP000413","X","7395054","7400773","-1","ASIS009412","KI916366","494959","495474","-1"
"AALB003921","2R","26197653","26200190","1","AATE013055","KI421885","9015991","9019293","-1","AGAP001561","2R","6265272","6268016","1","ASIS004447","KI916194","308466","316078","1"
"AALB005235","3L","21114628","21127543","1","AATE007585","KI421916","431798","443151","1","AGAP006532","2L","33939186","33946087","1","ASIS021234","KI916192","1486587","1496414","1"
"AALB003153","2R","37687158","37692573","1","AATE005691","KI421892","4245087","4250835","-1","AGAP004457","2R","56689964","56694425","-1","ASIS009885","KI916219","122837","128546","-1"
"AALB003553","2R","40416506","40419522","1","AATE001023","KI421904","1232674","1235036","1","AGAP004514","2R","57249507","57251592","1","ASIS012320","KI916191","2183183","2185405","1"
"AALB004004","3R","21971703","21973036","-1","AATE013701","KI421909","314890","316355","-1","AGAP010898","3L","12778219","12779188","-1","ASIS017207","KI916229","954916","955952","-1"
"AALB005265","3L","21498855","21504166","-1","AATE010199","KI421891","1126982","1129872","1","AGAP006778","2L","38166688","38168649","-1","ASIS020932","KI916589","191249","193599","1"
"AALB010868","2R","49159467","49163552","1","AATE016123","KI421885","990270","994588","1","AGAP003676","2R","41815756","41819889","-1","ASIS006020","KI916859","90946","94819","-1"
"AALB002636","2R","10983098","10989796","1","AATE011640","KI421883","5198187","5208360","1","AGAP003633","2R","40786307","40793705","-1","ASIS009792","KI916264","252478","256890","1"
"AALB004685","3L","13217001","13225659","1","AATE020585","KI421885","1356034","1362370","-1","AGAP000521","X","9297279","9311551","-1","ASIS003789","KI916217","575896","581632","1"
"AALB001275","2R","51540242","51544380","-1","AATE010804","KI421900","1117182","1127011","-1","AGAP010261","3R","51759254","51777762","-1","ASIS009193","KI916198","533735","543839","-1"
"AALB009869","3R","3994514","3995713","-1","AATE000638","KI421902","1418159","1419181","1","AGAP010919","3L","12968728","12969795","1","ASIS017439","KI916409","356904","357929","-1"
"AALB004183","3L","5153714","5155362","1","AATE007843","KI421894","2015802","2022117","-1","AGAP005246","2L","12996143","13001344","-1","ASIS014950","KI916291","44751","48426","-1"
"AALB004847","3L","16102394","16103931","-1","AATE017318","KI421884","9569577","9571014","1","AGAP006136","2L","27075872","27077455","-1","ASIS000723","KI916192","883863","885254","-1"
"AALB010744","3R","18502295","18509352","-1","AATE004604","KI421893","5844914","5851692","1","AGAP011094","3L","16546924","16569914","-1","ASIS016468","KI916195","1514444","1521305","1"
"AALB000875","2L","10540454","10544989","1","AATE018872","KI421889","912004","921143","-1","AGAP010026","3R","47969184","47990334","1","ASIS008923","KI916289","339615","345539","1"
"AALB001166","2L","4921813","4926863","-1","AATE000023","KI421889","7613812","7616537","-1","AGAP007817","3R","1371898","1374163","1","ASIS009760","KI916341","145052","147332","1"
"AALB002608","2R","11531633","11533705","-1","AATE004094","KI421883","5879028","5881032","-1","AGAP002112","2R","15753032","15754999","-1","ASIS005440","KI916264","862427","864628","-1"
"AALB015830","X","5892489","5896025","-1","AATE001238","KI421896","4116029","4119552","-1","AGAP000552","X","9865446","9869766","-1","ASIS022785","KI916278","217141","219836","-1"
"AALB002958","2R","34430646","34454023","-1","AATE005307","KI421883","15945927","15953334","1","AGAP002457","2R","21584335","21587320","-1","ASIS013163","KI916222","929265","934691","-1"
"AALB007007","3R","24974256","24985286","-1","AATE018492","KI421925","190194","204645","-1","AGAP010342","3L","1807945","1815119","-1","ASIS019985","KI916342","204991","218096","1"
"AALB010784","3R","19362904","19363699","-1","AATE000886","KI421893","1117596","1118782","1","AGAP011140","3L","17838382","17839563","-1","ASIS004515","AXCK02024896","439","1549","1"
"AALB000124","2L","23883526","23885388","-1","AATE000610","KI421882","6839971","6841930","-1","AGAP009724","3R","41532588","41534344","-1","ASIS011681","KI916188","1984440","1986386","-1"
"AALB005361","3L","22664727","22665926","1","AATE013477","KI421886","11126554","11127697","-1","AGAP006688","2L","36704573","36705713","1","ASIS020804","KI916362","301341","302449","1"
"AALB008103","2R","32322843","32337183","1","AATE006533","KI421885","3912375","3917926","-1","AGAP002050","2R","14555416","14560541","-1","ASIS019844","KI916213","439816","445349","-1"
"AALB005910","3L","29047491","29048123","1","AATE016182","KI421886","708259","708891","-1","AGAP005344","2L","14295648","14296771","1","ASIS020410","KI916344","54680","55878","1"
"AALB005704","3L","26772177","26774951","-1","AATE001402","KI421884","660011","671910","1","AGAP006892","2L","39472033","39475207","1","ASIS015156","AXCK02025327","1","1564","1"
"AALB010698","3R","17882636","17891630","1","AATE007234","KI421887","3448006","3458803","-1","AGAP010788","3L","10359660","10389853","-1","ASIS015978","KI916288","532495","545578","1"
"AALB006345","X","7793731","7795706","-1","AATE018199","KI421895","3067560","3069395","-1","AGAP000098","X","1578806","1580422","1","ASIS023649","KI916368","94308","95802","-1"
"AALB009073","2R","5742811","5745356","1","AATE021229","KI421883","11935645","11953051","1","AGAP003372","2R","36924357","36929285","1","ASIS006548","KI916268","862442","864237","1"
"AALB000942","2L","9291955","9295724","1","AATE009842","KI421890","2987012","2992030","-1","AGAP028131","3R","15252953","15257374","-1","ASIS008472","KI916206","443574","456705","-1"
"AALB007644","X","8798749","8813813","1","AATE005521","KI421896","3491976","3502694","1","AGAP000595","X","10645005","10653152","-1","ASIS009118","KI916566","246354","251798","1"
"AALB005970","3L","29849010","29855659","-1","AATE011181","KI421891","2672050","2694229","1","AGAP005507","2L","16359842","16382143","1","ASIS006240","KI916893","3946","17432","1"
"AALB004489","3L","10501392","10509367","1","AATE013668","KI421884","3985098","3986714","1","AGAP007334","2L","45638589","45640040","1","ASIS007530","AXCK02028229","3","716","-1"
"AALB002097","2R","22413673","22420621","1","AATE019597","KI421885","5022554","5026132","1","AGAP004229","2R","52459017","52465841","1","ASIS016012","KI916185","1307778","1317581","1"
"AALB006357","X","7577539","7588675","-1","AATE020810","KI421940","65347","78173","-1","AGAP000205","X","3395897","3424545","1","ASIS022375","AXCK02019403","2533","13794","1"
"AALB006062","3L","31022724","31024092","1","AATE006895","KI421891","1917448","1918804","1","AGAP005435","2L","15466771","15467829","1","ASIS006286","KI916218","999470","1000759","1"
"AALB015819","3L","27845270","27847435","1","AATE008784","KI421884","6430256","6432903","1","AGAP005954","2L","24042548","24043765","-1","ASIS021372","KI916333","580761","584025","-1"
"AALB008970","2R","7403442","7403900","-1","AATE016830","KI421898","465900","467154","-1","AGAP002346","2R","20502709","20503435","-1","ASIS020891","KI916422","70493","71848","-1"
"AALB008507","3R","23330153","23334979","-1","AATE013626","KI421887","2843902","2856375","-1","AGAP011476","3L","25026924","25029981","1","ASIS009863","KI916203","1506984","1511255","-1"
"AALB008473","3R","23836867","23845732","-1","AATE017145","KI421903","529687","534988","-1","AGAP028138","3L","22031182","22036247","-1","ASIS023100","KI916196","1577344","1583441","1"
"AALB004778","3L","14559337","14563524","1","AATE003828","KI421891","5542339","5547500","1","AGAP005897","2L","23352311","23357446","1","ASIS000217","KI916187","1714906","1719614","1"
"AALB006308","X","8241557","8243822","1","AATE017417","KI421895","2088520","2097785","1","AGAP000973","X","18649631","18659609","1","ASIS003227","KI916669","5513","9678","1"
