alb_id alb_chr alb_start alb_end alb_strand atr_chr atr_start atr_end atr_strand gam_chr gam_start gam_end gam_strand sin_chr sin_start sin_end sin_strand
AALB004849 3L 152705772 1518 -1 2L 102255072 1981 -1 2L 90349207 1947 1 2L 41330048 81 -1
AALB010400 3R 114821934 920 1 3L 186163499 3474 -1 3L 194682707 790 1 3L 79374489 43 1
AALB007060 3R 127947069 1176 1 3L 179270281 5943 -1 3L 206205503 5747 -1 3L 68090806 20 1
AALB007059 3R 127936523 3561 -1 3L 179278570 4043 1 3L 206212778 4377 1 3L 68084392 123 -1
AALB009794 3R 104997900 1376 -1 3L 191588455 2113 -1 3L 219635217 1514 1 3L 71154965 51 1
AALB006556 X 5044830 6559 1 X 15317638 8292 1 X 5662879 13648 -1 X 10630896 36 -1
AALB009782 3R 104835013 8370 -1 3L 191359248 15565 -1 3L 199842907 9803 1 3L 71350374 110 1
AALB007876 2L 64569018 4570 -1 2R 59351064 13597 1 3R 186319560 8589 -1 2R 34068581 42 1
AALB004977 3L 154279561 9753 1 2L 83971087 11937 1 2L 94443058 5409 -1 2L 45309830 228 -1
AALB006930 X 334070 4766 -1 X 15694236 6694 -1 X 5774401 6261 1 X 11601200 48 1
AALB006122 3L 168409278 1676 1 2L 63334014 1927 1 2L 102365048 1993 -1 2L 46679391 406 1
AALB000056 2L 89047610 5776 1 2R 46407586 18650 -1 3R 181949503 6505 -1 2R 29195792 95 -1
AALB010367 3R 114576556 766 1 3L 170245066 1682 1 3L 222159961 1004 -1 3L 77224105 116 -1
AALB005309 3L 158777316 2131 -1 2L 82793101 6162 -1 2L 124627692 7487 -1 2L 50817773 203 -1
AALB001102 2L 69801135 6760 -1 2R 37101491 4864 1 3R 151345225 2524 -1 2R 17683804 291 -1
AALB006137 3L 168583288 4632 -1 2L 95039139 9237 -1 2L 113498464 7334 -1 2L 44808355 372 1
AALB004504 3L 147218639 791 -1 2L 71723995 812 -1 2L 121344463 788 -1 2L 52629346 788 -1
AALB007736 X 9756102 1349 1 X 15315280 1250 -1 X 18974106 1505 1 X 10632532 1250 1
AALB001683 2L 95143362 2895 -1 2R 41733235 2894 1 3R 161455856 3086 -1 2R 28273832 1337 1
AALB010502 3R 116902219 664 1 3L 180590223 3158 1 3L 228282619 477 -1 3L 80622026 62 -1
AALB002695 2R 22400173 7778 -1 3R 108469040 9574 -1 2R 27540362 8365 -1 3R 56696590 229 -1
AALB008505 3R 125287441 3993 1 3L 164441175 4720 1 3L 213109703 4744 -1 3L 70797319 329 1
AALB010001 3R 108058094 1088 1 3L 168736850 1448 1 3L 225590505 989 1 3L 78722425 1196 -1
AALB010468 3R 116018536 1685 1 3L 174995687 1828 -1 3L 205336575 1951 -1 3L 75503570 266 1
AALB010303 3R 113699614 2759 1 3L 167911247 2591 1 3L 219156770 3322 1 3L 64435971 2294 1
AALB010817 3R 121806162 6048 1 3L 183538510 8155 1 3L 204294488 2139 -1 3L 74097935 108 1
AALB001358 2L 100813918 8826 1 2R 16781677 6142 1 3R 137414689 5542 -1 2R 13323564 14 1
AALB001038 2L 71243091 796 1 2R 27183791 2136 -1 3R 165072260 1111 -1 2R 21758851 33 -1
AALB000662 2L 77664445 1889 1 2R 40583493 2800 1 3R 157806508 2953 -1 2R 27056330 171 1
AALB001719 2L 94483669 2736 1 2R 31477205 1960 1 3R 160594523 2131 1 2R 32085983 60 -1
AALB009711 2R 37959422 1352 -1 3R 159380819 1358 1 2R 81962173 1934 1 3R 59793126 684 -1
AALB009817 3R 105186723 8034 1 3L 164505660 4251 -1 3L 213053123 3242 1 3L 70859984 973 -1
AALB005138 3L 156534161 2880 1 2L 73684227 1885 -1 2L 132528122 1523 1 2L 49379699 66 1
AALB010395 3R 114809248 4456 -1 3L 186187080 2455 1 3L 194667167 1865 -1 3L 79363273 59 -1
AALB001338 2L 101014703 2017 1 2R 16992237 2168 1 3R 170959257 2146 -1 2R 13532061 137 1
AALB010270 3R 112829384 3009 1 3L 170629474 3044 1 3L 221610983 4268 -1 3L 75914482 14 1
AALB006630 X 4275201 1040 1 X 11492008 1046 1 X 1269003 1430 1 X 184783 1034 -1
AALB010341 3R 114199060 758 -1 3L 168427417 923 -1 3L 212450866 734 1 3L 79037677 755 1
AALB000426 2L 81951172 17409 1 2R 19695050 3512 1 3R 166923843 3455 -1 2R 16140189 299 1
AALB003972 3R 124245305 4749 1 3L 175415279 4563 1 3L 225941919 1553 -1 3L 75076219 1958 -1
AALB015474 2R 21576582 3493 -1 3R 107632819 4181 -1 2R 36226802 1942 -1 3R 55886962 48 -1
AALB007047 3R 127845757 976 -1 3L 179396296 1156 1 3L 206317816 1113 1 3L 67994120 54 -1
AALB004442 3L 145881835 2858 1 2L 77451013 2648 -1 2L 109266368 2200 1 2L 43225572 726 -1
AALB003284 X 9978493 1730 1 X 707816 1899 1 X 15252295 1873 1 X 4823094 117 1
AALB008563 2R 60511601 1630 -1 3R 145656315 12161 -1 2R 77184784 22266 -1 3R 59489487 1251 1
AALB004995 3L 154568399 11162 1 2L 90894407 6090 1 2L 127807751 12387 -1 2L 39875294 92 -1
AALB004920 3L 153890330 5713 -1 2L 62657600 12567 -1 2L 103080318 2991 1 2L 46118996 276 -1
AALB000640 2L 78007027 10892 -1 2R 40992087 27341 -1 3R 162430414 18084 1 2R 27512880 554 -1
AALB015557 X 8549174 1016 -1 X 14670259 1031 -1 X 16746634 1129 -1 X 12582682 117 1
AALB010146 3R 110852491 1052 -1 3L 171549012 1391 1 3L 225503799 1388 -1 3L 76684850 65 -1
AALB007879 2L 64602567 8563 1 2R 59301249 22284 -1 3R 186364916 12098 1 2R 34022982 123 -1
AALB001728 2L 94377615 1487 1 2R 37841937 1493 -1 3R 160470804 1490 1 2R 16948740 1493 1
AALB008804 2R 21895898 10785 1 3R 107933483 21565 1 2R 36553725 32962 1 3R 56163784 81 1
AALB006162 3L 168995796 1888 1 2L 95656980 4069 1 2L 123718443 3347 -1 2L 44246576 603 -1
AALB004988 3L 154470798 1167 -1 2L 69630994 901 -1 2L 91678555 962 -1 2L 36572565 673 1
AALB001367 2L 100757945 3120 1 2R 16126603 2593 -1 3R 137737258 2729 1 2R 12703161 23 -1
AALB003973 3R 124242689 968 -1 3L 175411253 1049 -1 3L 225945397 989 1 3L 75081726 1019 1
AALB006343 X 7808273 5006 1 X 11103194 11395 1 X 913208 4114 1 X 6294274 207 1
AALB007709 X 9538356 1699 1 X 950234 28451 1 X 8537815 740 1 X 12030214 857 -1
AALB003892 3R 130345155 7032 1 3L 197460375 6642 1 3L 190715961 6772 1 3L 63097644 829 -1
AALB007747 X 11235823 1343 1 X 11032388 1857 -1 X 842664 1494 -1 X 6379596 308 1
AALB010132 3R 110512603 3875 -1 3L 171959170 6955 1 3L 225052322 3862 -1 3L 76344187 464 1
AALB000352 2L 83481805 3302 -1 2R 35410318 3547 1 3R 163128753 3416 -1 2R 19112712 319 -1
AALB006538 X 5270263 1766 1 X 10496351 2458 1 X 17404252 2055 -1 X 3037020 110 -1
AALB004051 3R 123213493 644 1 3L 175280068 2164 -1 3L 226071157 606 1 3L 75216871 394 1
AALB010005 3R 108091545 1864 1 3L 168771578 1784 -1 3L 225629717 1490 -1 3L 78687423 15 1
AALB006291 X 8416818 3264 1 X 7767303 4064 -1 X 13806369 6920 -1 X 569332 99 -1
AALB009242 2R 15796215 1076 -1 3R 135445959 3552 -1 2R 29799802 10005 -1 3R 58869816 1076 -1
AALB002193 2R 32993187 741 1 3R 154674679 1949 1 2R 37469959 1359 -1 3R 57080718 40 -1
AALB003813 3R 102913005 1032 -1 3L 171319099 1352 1 3L 229835680 1382 1 3L 76897275 197 -1
AALB007671 X 9043568 2095 -1 X 12380528 2140 -1 3L 198216972 1217 1 X 11299287 216 -1
AALB002240 2R 31895305 4392 -1 3R 107313242 16767 1 2R 35895546 47109 1 3R 55581607 300 1
AALB006766 X 2311968 852 1 X 5148830 1681 1 X 8438347 1114 -1 X 7095060 33 -1
AALB004227 3L 142219628 5686 1 2L 62780902 7802 -1 2L 102981314 7168 1 2L 46179554 174 -1
AALB001041 2L 71206682 3964 -1 2R 27220385 4509 1 3R 165115950 3267 1 2R 21797355 35 1
AALB007322 3L 137500975 1443 -1 2L 89554316 2442 1 2L 92846419 2360 -1 2L 37854122 1340 -1
AALB009637 2R 36745932 5505 -1 3R 138536001 2552 -1 2R 68962463 2453 -1 3R 58282955 2534 1
AALB004055 3R 123169328 2513 1 3L 175327575 2504 -1 3L 226024985 1122 1 3L 75167216 2492 1
AALB006399 X 6779974 2218 -1 X 6808235 3830 1 X 17669189 2256 1 X 779756 68 1
AALB007245 2R 28790210 3611 1 3R 138663789 5845 1 2R 54132760 107121 1 3R 58133444 704 -1
AALB004450 3L 145928782 2842 -1 2L 77423003 2979 1 2L 109317432 2284 -1 2L 43166050 63 1
AALB007129 2R 30500643 5201 -1 3R 153890970 3260 1 2R 38218273 5231 -1 3R 57717890 32 -1
AALB000379 2L 82963300 1720 -1 2R 27764991 1578 -1 3R 178729034 1709 1 2R 22333191 161 -1
AALB006480 X 5989753 14615 -1 X 9659594 8844 1 X 20100627 57579 1 X 8539524 30 -1
AALB006573 X 4830947 17793 -1 X 9794538 2218 -1 X 7935980 2955 1 X 8363360 1018 1
AALB010777 3R 121247880 1385 -1 3L 184012747 8901 1 3L 205899927 1409 -1 3L 74459379 104 -1
AALB014162 2L 97427099 423 1 2R 17860166 719 -1 3R 169730413 803 1 2R 14375604 1049 1
AALB006145 3L 168825190 2384 -1 2L 95395326 36575 -1 2L 113840968 1275 -1 2L 44487842 11 1
AALB002090 2R 34935782 4064 -1 3R 150158017 2902 -1 2R 75210221 5368 -1 3R 61046596 253 1
AALB000427 2L 81960358 7655 -1 2R 19704886 1288 -1 3R 166884204 1078 1 2R 16150612 218 -1
AALB002186 2R 33079959 6681 1 3R 108987485 2234 -1 2R 37371930 2286 -1 3R 56989304 204 -1
AALB006860 X 1226474 5170 1 X 769624 6060 1 X 5346135 6753 1 X 4918720 492 -1
AALB005388 3L 159677635 5860 -1 2L 96278764 2180 1 2L 122970947 1251 -1 2L 43598928 78 -1
AALB005267 3L 158092841 4490 1 2L 82088253 2315 1 2L 123844682 2961 1 2L 50167570 158 1
AALB007831 3R 135406471 3414 1 2L 88438921 4442 -1 2L 94241377 12061 1 2L 39016715 105 1
AALB010383 3R 114664881 6619 1 3L 170354684 4045 1 3L 221996168 5496 -1 3L 77119960 544 -1
AALB002184 2R 33108521 3347 1 3R 108956357 4137 -1 2R 37341823 5354 -1 3R 56966590 104 -1
AALB010390 3R 114756388 2698 1 3L 186250536 2604 -1 3L 194588410 2519 1 3L 79299127 87 1
AALB009361 2R 14526143 1145 1 3R 104119136 2659 -1 2R 25859668 1112 1 3R 52967975 202 1
AALB003323 X 10348870 939 -1 X 7203989 3447 -1 X 18120046 6632 -1 X 1116986 536 -1
AALB009425 2R 13584890 8619 -1 3R 105080310 3319 1 2R 24850927 2921 -1 3R 54696836 172 1
AALB006497 X 5845410 1850 -1 X 4157559 1838 1 X 11593690 1932 1 X 8214090 1829 -1
AALB003124 2R 49592006 10681 1 3R 137214067 12473 -1 2R 67998259 9402 -1 3R 58731905 139 -1
AALB009357 2R 14549958 833 1 3R 104096825 1418 -1 2R 25890185 1447 1 3R 52992070 119 1
AALB000815 2L 75147684 2404 -1 2R 28026988 2472 -1 3R 178371344 2062 1 2R 22624723 65 -1
AALB008815 2R 21611399 800 1 3R 107669591 806 1 2R 36265996 1075 1 3R 55919659 824 1
AALB008016 2L 66523898 1315 1 2R 54996960 915 1 X 13733034 1036 1 3L 77362391 395 1
AALB007793 X 10597819 5387 -1 X 2024665 4197 1 X 13700537 28886 -1 X 2546947 35 -1
AALB008558 2R 60543228 2782 -1 3R 145697022 2607 -1 2R 77220713 2253 -1 3R 59449365 72 1
AALB009065 2R 18160353 3287 1 3R 150571967 3458 1 2R 57665570 3233 -1 3R 60648651 209 -1
AALB009333 2R 14750451 1965 1 3R 103874444 2442 -1 2R 26136974 2082 1 3R 53201514 227 1
AALB010189 3R 111793253 2857 -1 3L 182770006 1739 1 3L 227400908 2792 1 3L 69823850 386 -1
AALB001746 2L 94271744 1694 1 2R 20398154 1712 1 3R 145544937 1715 1 2R 16820324 56 1
AALB001877 2L 92332057 2917 -1 2R 54317447 2815 -1 3R 172504155 3751 -1 2R 21392710 132 -1
AALB006163 3L 168998798 1378 -1 2L 95660400 4007 -1 2L 123713594 3743 1 2L 44242251 36 1
AALB005289 3L 158554352 3096 -1 2L 82537396 1472 -1 2L 124354206 1382 -1 2L 50568370 148 -1
AALB009304 2R 15096047 6064 1 3R 103505893 19945 -1 2R 24561610 9830 -1 3R 53548379 20 1
AALB004736 3L 150575376 1525 -1 2L 102028631 2799 1 2L 90543397 1264 -1 2L 41118472 432 1
AALB002903 2R 62707145 816 -1 3R 160825025 819 -1 2R 84085498 90518 -1 3R 62246112 518 -1
AALB000650 2L 77799049 6884 -1 2R 40738594 10118 -1 3R 162720597 8327 1 2R 27235430 89 -1
AALB005446 3L 160243199 6397 1 2L 73275758 12088 -1 2L 132929470 6371 1 2L 49004350 1337 -1
AALB006168 3L 169021064 15190 -1 2L 95688970 24390 -1 2L 123648558 35675 1 2L 44174368 72 1
AALB005163 3L 156760639 11252 -1 2L 73425506 2389 1 2L 132785798 1950 -1 2L 49142553 83 1
AALB010816 3R 121802628 1155 -1 3L 183534037 2304 -1 3L 204301321 1176 1 3L 74095686 74 -1
AALB010006 3R 108094445 2222 -1 3L 168766724 4859 1 3L 225624154 3845 1 3L 78692127 248 -1
AALB002032 2L 90116796 3277 -1 2R 31610046 3762 -1 3R 139998040 3052 -1 2R 31936090 69 1
AALB006540 X 5256414 6071 1 X 2274155 10663 -1 X 7074832 8255 1 X 2246983 281 1
AALB001281 2R 63870789 2421 -1 2R 58831647 2661 1 3R 186898437 2626 -1 2R 33610789 1512 1
AALB003739 3R 102170021 7438 1 3L 169700684 1398 -1 3L 222947963 1241 1 3L 77765786 48 -1
AALB009343 2R 14632149 1241 1 3R 103997898 1762 -1 2R 26000294 1809 1 3R 53081936 289 1
AALB004114 3L 140801115 4449 1 2L 64753457 4811 1 2L 128784387 12334 -1 2L 48130870 50 1
AALB001017 2L 71868612 2180 -1 2R 26589921 2249 1 3R 145383362 1881 1 2R 25979299 109 1
AALB006765 X 2312964 1784 -1 X 5150056 2475 -1 X 8432913 3823 1 X 7091597 674 1
AALB003256 3L 139389135 3118 -1 2L 63443188 5113 -1 2L 114459361 3331 -1 2L 46789037 57 -1
AALB006380 X 7363819 825 1 X 12408662 1970 1 X 24086190 1399 1 X 11327554 403 1
AALB001875 2L 92346200 644 1 2R 54336202 858 1 3R 172528890 454 1 2R 21409679 17 1
AALB005147 3L 156596158 1168 -1 2L 73629967 1547 1 2L 132592676 1589 -1 2L 49319965 191 1
AALB004788 3L 151320550 250 1 2L 76904877 426 1 2L 96249943 394 -1 2L 42631120 53 1
AALB006092 3L 168036364 14270 -1 2L 90863472 9181 1 2L 106177680 16318 1 2L 39892463 215 1
AALB010500 3R 116856852 1010 1 3L 189476839 880 1 3L 228323201 892 -1 3L 80669694 65 -1
AALB010184 3R 111776864 1964 1 3L 186162730 683 1 3L 194685479 689 -1 3L 79377266 686 -1
AALB005452 3L 160387944 3244 1 2L 73123837 6320 -1 2L 133092818 3537 1 2L 48856212 121 -1
AALB000325 2L 83908813 2129 -1 2R 51204431 6975 1 3R 138679370 2168 1 2R 30942661 83 1
AALB006041 3L 167420631 2112 1 2L 81575813 3220 -1 2L 101007026 2209 -1 2L 34323120 477 -1
AALB009785 3R 104873413 627 -1 3L 191412823 1229 -1 3L 196319954 1065 1 3L 71308657 22 1
AALB015768 X 3310366 14782 -1 X 3811396 33988 -1 X 8635241 17012 -1 X 9782077 35 -1
AALB008177 2R 43219427 482 -1 3R 153831726 458 -1 2R 38281085 1890 1 3R 57762047 366 1
AALB004018 3R 123631278 1296 -1 3L 189706389 1559 -1 3L 209728568 1285 -1 3L 67660440 257 1
AALB007138 2R 30437664 2729 1 3R 153971038 3190 -1 2R 38146885 2823 1 3R 57653218 177 1
AALB001336 2L 101017869 2969 -1 2R 16994339 4144 -1 3R 170954832 951 1 2R 13535959 761 -1
AALB002018 2L 90394803 3825 1 2R 31919044 4660 1 3R 140310091 4694 1 2R 31581896 2868 -1
AALB008977 2R 19528650 1602 -1 3R 138416348 6800 1 2R 52441080 5857 1 3R 58389547 90 -1
AALB010799 3R 121627411 3207 1 3L 188501044 3673 1 3L 228824695 2473 -1 3L 81254786 1070 1
AALB010492 3R 116522681 1322 -1 3L 188879382 8305 -1 3L 228619421 1206 1 3L 81015889 63 1
AALB002976 2R 46807924 1319 1 3R 159216333 1078 -1 2R 81797047 1360 -1 3R 61803118 303 1
AALB001958 2L 91073878 1019 1 2R 19929182 1328 -1 3R 166552853 1586 1 2R 16363415 7 -1
AALB000649 2L 77806464 395 -1 2R 40749590 383 -1 3R 162719510 386 1 2R 27236290 383 -1
AALB008456 2R 38695367 2214 1 3R 149932964 2573 1 2R 74994842 2290 1 3R 61281866 32 -1
AALB007716 X 9580977 1398 -1 X 2611895 11788 -1 X 16998331 2472 1 X 8953610 211 -1
AALB007304 3L 136965960 2548 1 2L 84010045 2707 1 2L 94382995 1457 -1 2L 45266185 65 -1
AALB004911 3L 153743968 9760 1 2L 62479544 1632 1 2L 134757099 1651 1 2L 45929742 129 1
AALB006645 X 4082747 2982 -1 X 11264107 26052 1 X 1048365 10809 1 X 6112321 14 -1
AALB004539 3L 147613687 2901 -1 2L 72159041 1305 -1 2L 131805484 1140 1 2L 50015493 149 1
AALB010577 3R 117754719 2362 1 3L 162043729 2871 1 3L 207549754 2261 1 3L 63636574 22 1
AALB007627 X 8640298 919 1 X 13867672 1116 1 X 15837887 1297 1 X 10142428 44 -1
AALB006749 X 2579241 1103 1 X 12662610 6255 -1 X 10205844 1137 1 X 11569924 1244 -1
AALB009814 3R 105176161 6849 -1 3L 164518441 8041 1 3L 213031095 5050 -1 3L 70869027 39 1
AALB001023 2L 71555529 7513 1 2R 26933177 6025 -1 3R 164400500 5633 -1 2R 26299297 174 -1
AALB009676 2R 37232163 824 1 3R 117699061 973 1 2R 48388279 1060 -1 3R 61415530 100 1
AALB007327 3L 137550958 488 -1 2L 88607838 836 -1 2L 94001231 728 1 2L 38841060 73 1
AALB007715 X 9568310 4852 1 X 9710929 7215 -1 X 8049063 5263 1 X 8454243 298 1
AALB000836 2L 74862354 2364 -1 2R 50885163 2458 -1 3R 138408411 1987 -1 2R 25399411 506 -1
AALB008637 2R 59341965 1079 1 3R 149926029 1019 1 2R 74987745 1073 1 3R 61287961 1031 -1
AALB005158 3L 156662837 4870 1 2L 73551068 3994 -1 2L 132669155 3753 1 2L 49249143 17 -1
AALB001473 2L 99371686 3482 1 2R 26006162 21670 -1 3R 144890699 19551 -1 2R 30619475 44 -1
AALB001613 2L 97415214 5820 -1 2R 17867677 5618 1 3R 169718061 5096 -1 2R 14384200 141 1
AALB003275 3L 139872841 2241 1 2L 63921133 2461 1 2L 115069498 4979 1 2L 47251967 233 -1
AALB014158 2L 97630795 1105 -1 2R 46694652 1301 -1 3R 182351153 1242 1 2R 29484989 59 -1
AALB000370 2L 83050681 8110 -1 2R 21089962 3965 -1 3R 180322802 2578 -1 2R 20312765 131 1
AALB001198 2L 68023662 6746 -1 2R 45738549 6814 -1 3R 159391062 2654 -1 2R 28542718 250 -1
AALB007628 X 8643798 3894 1 X 13871801 5361 1 X 15841786 6683 1 X 10131808 143 -1
AALB004908 3L 153698439 6350 1 2L 62434032 6873 1 2L 125513137 6953 1 2L 45890015 257 1
AALB006968 3R 126265297 929 -1 3L 184127988 911 1 3L 205804182 752 -1 3L 74576467 102 1
AALB009424 2R 13597480 3771 1 3R 105066266 4307 -1 2R 24863371 3389 1 3R 54683754 210 1
AALB007875 2L 64563924 2311 1 2R 59364253 3664 -1 3R 186314310 2761 1 2R 34082894 103 -1
AALB006894 X 700776 6927 1 X 15207453 4204 -1 X 12699879 7064 -1 X 3564049 144 1
AALB004058 3R 123122742 488 1 3R 115083320 413 -1 X 12641186 623 1 X 10459344 584 -1
AALB001598 2L 97703574 502 -1 2R 46799341 1652 -1 3R 182275567 1412 1 2R 29585257 1229 -1
AALB004456 3L 145990578 7945 -1 2L 68578286 18575 -1 2L 107181052 102001 1 2L 34856490 116 -1
AALB010342 3R 114277695 434 -1 3L 168509958 3875 -1 3L 212334556 491 1 3L 78954402 335 1
AALB001482 2L 99177827 12627 -1 2R 26265620 1930 1 3R 145119519 1547 1 2R 30885843 292 1
AALB009771 3R 104723321 4916 1 3L 186576913 17988 1 3L 224835123 2550 1 3L 65365193 301 1
AALB006147 3L 168851930 1105 -1 2L 95435966 6749 -1 2L 113882327 1666 -1 2L 44446293 258 1
AALB003736 3R 102164995 2864 -1 3L 169704744 1457 1 3L 222940375 1454 -1 3L 77758630 1457 -1
AALB001747 2L 94266526 3253 1 2R 20393126 1175 1 3R 145614301 1109 -1 2R 16816640 295 1
AALB006160 3L 168992794 392 1 2L 95654230 392 1 2L 96014368 1042 -1 2L 44249986 392 -1
AALB004229 3L 142229261 1028 1 2L 62760954 1031 -1 2L 102992902 1188 1 2L 46170328 1031 -1
AALB003288 X 10041631 3388 -1 X 856204 3416 1 X 2832353 4023 -1 X 12159843 172 -1
AALB001690 2L 94980863 15705 -1 2R 41896158 26233 1 3R 161237110 29925 -1 2R 28467025 7 1
AALB002730 2R 21950287 1217 -1 3R 107995219 1229 -1 2R 36634759 2496 -1 3R 56234742 903 -1
AALB008567 2R 60481517 1929 1 3R 150145348 2089 1 2R 75151477 45082 1 3R 61084271 285 -1
AALB009420 2R 13615906 1512 -1 3R 105048604 1854 1 2R 24880839 1862 -1 3R 54667798 103 1
AALB001572 2L 97925281 4319 -1 2R 27721737 959 1 3R 178798143 6094 -1 2R 22287047 938 1
AALB005131 3L 156432851 14598 -1 2L 73766598 15746 1 2L 132426435 13502 -1 2L 49473003 191 1
AALB001753 2L 94173887 7306 -1 2R 20297050 2739 -1 3R 145728246 8404 1 2R 16726894 109 -1
AALB007660 X 8955936 1484 1 X 9616708 1864 -1 X 1946472 1236 1 X 8555703 97 1
AALB007052 3R 127897131 2539 -1 3L 179318946 1209 1 3L 206259564 4735 1 3L 68038571 49 -1
AALB007881 2L 64616775 3612 -1 2R 59291649 7076 1 3R 186389786 6157 -1 2R 34002814 288 1
AALB010575 3R 117743795 635 1 3L 162031838 599 1 3L 207536802 605 1 3L 63623248 602 1
AALB010352 3R 114466981 5588 1 3L 183931524 3396 1 3L 203908646 2952 -1 3L 74401073 2867 1
AALB002198 2R 32900530 1328 -1 3R 154568988 1338 -1 2R 37574276 1039 1 3R 57174455 860 1
AALB007019 3R 127087309 798 1 3L 168143117 1786 1 3R 152978830 695 -1 3L 65030535 137 1
AALB007065 3R 128051119 3068 1 3L 179140406 6220 -1 3L 206095690 2785 1 3L 68226326 49 1
AALB002196 2R 32903371 2462 -1 3R 154571983 2360 -1 2R 37570032 2505 1 3R 57167861 147 1
AALB002276 2R 31509635 2108 1 3R 114650508 2724 1 2R 51293547 2281 -1 3R 59297987 204 -1
AALB006507 X 5729468 929 1 X 4333422 1702 -1 X 4334265 822 -1 X 7995534 79 1
AALB000769 2L 76019729 1182 1 2L 76987801 1411 -1 2L 96160401 1449 1 2L 42712024 96 -1
AALB010002 3R 108063150 1829 -1 3L 168738020 17120 -1 3L 225596668 4654 -1 3L 78714083 146 1
AALB010299 3R 113540885 2033 -1 3L 167753589 2496 -1 3L 218932718 12909 -1 3L 64239353 2060 -1
AALB005756 3L 163966480 606 1 2L 72217122 846 -1 2L 131751996 876 1 2L 49963521 423 1
AALB015722 2R 35161136 845 -1 3R 150404239 1629 -1 2R 75469562 748 -1 3R 60807834 134 1
AALB015514 2R 40883834 1741 1 3R 137276782 2632 -1 2R 60568711 1886 1 3R 58789756 184 -1
AALB002213 2R 32634076 515 1 3R 106665116 2440 -1 2R 35114457 2543 -1 3R 54945241 60 1
AALB008811 2R 21623192 1536 1 3R 107682055 1509 1 2R 36282920 1541 1 3R 55931881 230 1
AALB002232 2R 32061972 7038 1 3R 107163694 6114 -1 2R 35703423 11757 -1 3R 55431959 109 -1
AALB006656 X 3927729 1620 -1 X 30165 2435 -1 X 15367594 3790 -1 X 4597954 118 1
AALB009218 2R 16052797 5207 1 3R 105152379 5905 1 2R 26379651 6830 1 3R 54773444 107 1
AALB002016 2L 90399471 1856 -1 2R 31923987 2786 -1 3R 140315700 2154 -1 2R 31576400 55 1
AALB008186 2R 43156461 5214 1 3R 153764163 5527 1 2R 64632563 4772 1 3R 57826760 89 -1
AALB005369 3L 159515112 2003 -1 2L 96463448 1452 1 2L 122762089 2001 -1 2L 43415034 355 -1
AALB007281 2R 28207205 11974 -1 3R 150446792 23448 -1 2R 79679320 36305 1 3R 60765507 86 1
AALB006153 3L 168861982 4638 -1 2L 95490625 8460 -1 2L 111728944 5782 -1 2L 44427449 166 -1
AALB002377 2R 27281475 4438 -1 3R 153505613 6305 -1 2R 53873615 3458 -1 3R 58043887 56 1
AALB001333 2L 101203616 3559 1 2R 17200911 3958 1 3R 170636933 3673 -1 2R 13730912 68 1
AALB009954 3R 107466114 695 -1 3L 176189294 695 -1 3L 193681112 858 -1 3L 68854814 695 1
AALB009380 2R 14199937 4027 1 3R 104419903 1117 -1 2R 25533253 1440 1 3R 54056743 352 1
AALB000462 2L 81254677 998 -1 2R 25621260 937 -1 3R 144434147 1002 -1 2R 30157528 90 1
AALB008183 2R 43174337 2214 1 3R 153783942 1483 -1 2R 64659054 1215 -1 3R 57805262 29 1
AALB005132 3L 156497944 994 1 2L 73714258 1210 -1 2L 132497852 978 1 2L 49409282 85 -1
AALB006483 X 5978671 3417 -1 X 10492980 2377 -1 X 17411652 6000 1 X 3038709 1181 1
AALB006037 3L 167407810 5167 -1 2L 81589054 6836 1 2L 101030384 2697 1 2L 34343646 164 1
AALB009634 2R 36736627 3457 -1 3R 138523234 3203 -1 2R 68948779 2838 -1 3R 58295626 84 1
AALB006335 X 7872859 2223 1 X 14655210 6447 -1 X 13752966 11999 -1 X 12593193 380 1
AALB008115 2R 44244534 1167 1 3R 114898671 2123 -1 2R 33499005 1782 -1 3R 59054025 252 1
AALB004825 3L 151989050 4148 -1 2L 71699586 5217 1 2L 121295986 28721 1 2L 52605230 315 1
AALB002930 2R 63227674 4168 1 2R 58802092 3593 -1 3R 186956841 3021 1 2R 33584228 53 -1
AALB001768 2L 93994370 2261 1 2R 35501818 2192 -1 3R 163046661 2189 1 2R 19029509 2198 1
AALB003333 X 10457429 4685 1 X 12117969 5065 -1 X 14833663 2663 -1 X 5282068 644 -1
AALB001274 2R 63714395 2480 1 2R 58935142 4147 -1 3R 186773086 2737 1 2R 33709732 93 -1
AALB001602 2L 97623147 681 1 2R 17671661 822 -1 3R 169982205 611 1 2R 14203233 14 -1
AALB006574 X 4833354 1027 1 2R 56120048 819 1 X 7930828 4223 -1 X 8362499 54 -1
AALB002233 2R 32049864 4632 1 3R 107175084 27170 -1 2R 35724964 3442 -1 3R 55444356 95 -1
AALB001742 2L 94299980 3965 -1 2R 20427692 4193 -1 3R 145582910 3473 -1 2R 16853231 105 -1
AALB006579 X 4781415 5002 -1 X 10897041 3416 1 X 3166681 1459 -1 X 6534900 152 -1
AALB000794 2L 75554739 2783 -1 2R 28457396 8187 -1 3R 177665364 2120 1 2R 23095637 561 -1
