"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene";"asinensis_eg_gene"
"AALB005326";"AATE000255";"AGAP006851";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006862";"ASIS011465"
"AALB005326";"AATE000255";"AGAP006850";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006852";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006861";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006853";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006849";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006856";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006857";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006854";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006855";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006851";"ASIS023634"
"AALB005326";"AATE000255";"AGAP006862";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006850";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006852";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006861";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006853";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006849";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006856";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006857";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006854";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006855";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006851";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006862";"ASIS000185"
"AALB005326";"AATE016085";"AGAP006850";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006852";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006861";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006853";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006849";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006856";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006857";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006854";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006855";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006851";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006862";"ASIS003617"
"AALB005326";"AATE016085";"AGAP006850";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006852";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006861";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006853";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006849";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006856";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006857";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006854";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006855";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006851";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006862";"ASIS011465"
"AALB005326";"AATE016085";"AGAP006850";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006852";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006861";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006853";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006849";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006856";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006857";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006854";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006855";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006851";"ASIS023634"
"AALB005326";"AATE016085";"AGAP006862";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006850";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006852";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006861";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006853";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006849";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006856";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006857";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006854";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006855";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006851";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006862";"ASIS000185"
"AALB005326";"AATE019505";"AGAP006850";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006852";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006861";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006853";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006849";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006856";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006857";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006854";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006855";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006851";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006862";"ASIS003617"
"AALB005326";"AATE019505";"AGAP006850";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006852";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006861";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006853";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006849";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006856";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006857";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006854";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006855";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006851";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006862";"ASIS011465"
"AALB005326";"AATE019505";"AGAP006850";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006852";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006861";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006853";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006849";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006856";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006857";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006854";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006855";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006851";"ASIS023634"
"AALB005326";"AATE019505";"AGAP006862";"ASIS023634"
"AALB003126";"AATE017692";"AGAP003816";"ASIS010532"
"AALB004819";"AATE004610";"AGAP005699";"ASIS005518"
"AALB008346";"AATE013803";"AGAP003339";"ASIS018801"
"AALB004161";"AATE021116";"AGAP005715";"ASIS009163"
"AALB004618";"AATE009823";"AGAP005623";"ASIS017166"
"AALB006351";"AATE014256";"AGAP000058";"ASIS007493"
"AALB006075";"AATE007754";"AGAP005455";"ASIS005170"
"AALB005088";"AATE010235";"AGAP006431";"ASIS017114"
"AALB002984";"AATE017004";"AGAP004541";"ASIS023043"
"AALB006006";"AATE007084";"AGAP005852";"ASIS004253"
"AALB008640";"AATE016500";"AGAP001638";"ASIS015887"
"AALB010559";"AATE018481";"AGAP010801";"ASIS009667"
"AALB003050";"AATE014231";"AGAP013540";"ASIS003447"
"AALB015841";"AATE010925";"AGAP012941";"ASIS006174"
"AALB015841";"AATE010925";"AGAP004980";"ASIS006174"
"AALB015841";"AATE010925";"AGAP012941";"ASIS002977"
"AALB015841";"AATE010925";"AGAP004980";"ASIS002977"
"AALB000782";"AATE012500";"AGAP008488";"ASIS005552"
"AALB007710";"AATE002626";"AGAP000533";"ASIS007356"
"AALB007710";"AATE001386";"AGAP000533";"ASIS007356"
"AALB006589";"AATE008704";"AGAP000209";"ASIS006733"
"AALB003758";"AATE012218";"AGAP002220";"ASIS000904"
"AALB000047";"AATE009528";"AGAP007968";"ASIS022319"
"AALB001864";"AATE002476";"AGAP009520";"ASIS001061"
"AALB008553";"AATE019963";"AGAP004244";"ASIS003737"
"AALB007594";"AATE016993";"AGAP010432";"ASIS003100"
"AALB010819";"AATE017976";"AGAP011762";"ASIS016883"
"AALB000199";"AATE007266";"AGAP009986";"ASIS001422"
"AALB000199";"AATE007266";"AGAP009987";"ASIS001422"
"AALB002155";"AATE004681";"AGAP012605";"ASIS005161"
"AALB002155";"AATE004681";"AGAP004132";"ASIS005161"
"AALB006578";"AATE011836";"AGAP000448";"ASIS003942"
"AALB015837";"AATE006087";"AGAP013405";"ASIS011624"
"AALB007687";"AATE013974";"AGAP000085";"ASIS007444"
"AALB006751";"AATE017566";"AGAP000579";"ASIS006653"
"AALB006811";"AATE010860";"AGAP028655";"ASIS014343"
"AALB004150";"AATE015383";"AGAP005710";"ASIS016850"
"AALB009217";"AATE005187";"AGAP001268";"ASIS009152"
"AALB000008";"AATE006330";"AGAP008960";"ASIS008516"
"AALB002366";"AATE016422";"AGAP003581";"ASIS006114"
"AALB005386";"AATE018079";"AGAP006723";"ASIS011323"
"AALB007066";"AATE008933";"AGAP012865";"ASIS000531"
"AALB007066";"AATE008933";"AGAP012770";"ASIS000531"
"AALB007066";"AATE008933";"AGAP011150";"ASIS000531"
"AALB004501";"AATE011735";"AGAP006648";"ASIS008779"
"AALB000296";"AATE020826";"AGAP009295";"ASIS009468"
"AALB000296";"AATE020826";"AGAP009295";"ASIS013377"
"AALB007826";"AATE008443";"AGAP004203";"ASIS012972"
"AALB007826";"AATE008443";"AGAP013503";"ASIS012972"
"AALB007826";"AATE008443";"AGAP013109";"ASIS012972"
"AALB005598";"AATE020875";"AGAP005271";"ASIS010995"
"AALB000713";"AATE008425";"AGAP008511";"ASIS020944"
"AALB008859";"AATE011129";"AGAP002176";"ASIS011231"
"AALB005193";"AATE016708";"AGAP006446";"ASIS012498"
"AALB006256";"AATE004540";"AGAP007650";"ASIS001683"
"AALB008766";"AATE014848";"AGAP004377";"ASIS022574"
"AALB004877";"AATE009197";"AGAP001068";"ASIS018128"
"AALB007560";"AATE012411";"AGAP007124";"ASIS008435"
"AALB005379";"AATE000546";"AGAP006719";"ASIS014088"
"AALB006856";"AATE000407";"AGAP000808";"ASIS018601"
"AALB006477";"AATE002243";"AGAP000786";"ASIS012190"
"AALB008986";"AATE005481";"AGAP002858";"ASIS000654"
"AALB008986";"AATE005481";"AGAP002858";"ASIS009199"
"AALB009604";"AATE008983";"AGAP004491";"ASIS008498"
"AALB006902";"AATE010473";"AGAP000258";"ASIS008605"
"AALB001202";"AATE000396";"AGAP009030";"ASIS003494"
"AALB014306";"AATE011672";"AGAP028485";"ASIS002270"
"AALB002478";"AATE009768";"AGAP001565";"ASIS008404"
"AALB002070";"AATE017091";"AGAP013263";"ASIS017380"
"AALB002070";"AATE017091";"AGAP013263";"ASIS002862"
"AALB007341";"AATE019375";"AGAP005008";"ASIS019928"
"AALB007190";"AATE013990";"AGAP004115";"ASIS006461"
"AALB009506";"AATE015211";"AGAP003267";"ASIS021385"
"AALB000057";"AATE017899";"AGAP009973";"ASIS016961"
"AALB010202";"AATE010533";"AGAP010516";"ASIS021268"
"AALB008914";"AATE001306";"AGAP003141";"ASIS022846"
"AALB000979";"AATE013471";"AGAP008093";"ASIS003133"
"AALB002461";"AATE012580";"AGAP001589";"ASIS010724"
"AALB007622";"AATE018103";"AGAP028616";"ASIS003024"
"AALB001286";"AATE001155";"AGAP010251";"ASIS013980"
"AALB001672";"AATE003125";"AGAP009138";"ASIS007009"
"AALB009725";"AATE001040";"AGAP002467";"ASIS000052"
"AALB001857";"AATE002837";"AGAP008221";"ASIS013538"
"AALB004888";"AATE020757";"AGAP005987";"ASIS011004"
"AALB005672";"AATE014241";"AGAP006127";"ASIS004332"
"AALB007027";"AATE009411";"AGAP028515";"ASIS001616"
"AALB008387";"AATE008021";"AGAP002622";"ASIS012054"
"AALB006566";"AATE010654";"AGAP000398";"ASIS000449"
"AALB008643";"AATE016559";"AGAP001635";"ASIS016641"
"AALB000664";"AATE005926";"AGAP009883";"ASIS019838"
"AALB006787";"AATE010270";"AGAP000560";"ASIS018705"
"AALB002755";"AATE000098";"AGAP002948";"ASIS012253"
"AALB005410";"AATE005374";"AGAP007628";"ASIS004056"
"AALB005659";"AATE003648";"AGAP007177";"ASIS006973"
"AALB007678";"AATE013859";"AGAP000375";"ASIS002653"
"AALB007917";"AATE019367";"AGAP010138";"ASIS015275"
"AALB000634";"AATE002409";"AGAP009844";"ASIS000721"
"AALB000634";"AATE002409";"AGAP009844";"ASIS002590"
"AALB000634";"AATE002409";"AGAP009844";"ASIS013217"
"AALB005160";"AATE021186";"AGAP007511";"ASIS009749"
"AALB007771";"AATE009138";"AGAP000723";"ASIS023113"
"AALB007771";"AATE009138";"AGAP002589";"ASIS023113"
"AALB005014";"AATE009156";"AGAP007045";"ASIS007436"
"AALB005014";"AATE009156";"AGAP007045";"ASIS021644"
"AALB015552";"AATE015154";"AGAP005656";"ASIS013429"
"AALB010007";"AATE009244";"AGAP012090";"ASIS008270"
"AALB005505";"AATE008238";"AGAP007289";"ASIS002499"
"AALB002433";"AATE007761";"AGAP001708";"ASIS018230"
"AALB003318";"AATE012701";"AGAP013287";"ASIS002506"
"AALB005268";"AATE016769";"AGAP006782";"ASIS014716"
"AALB002036";"AATE002149";"AGAP008059";"ASIS019504"
"AALB004932";"AATE017176";"AGAP006142";"ASIS010885"
"AALB005261";"AATE010122";"AGAP006774";"ASIS020639"
"AALB008922";"AATE013575";"AGAP013365";"ASIS020705"
"AALB007098";"AATE002586";"AGAP011732";"ASIS004027"
"AALB005247";"AATE007694";"AGAP028608";"ASIS004782"
"AALB005247";"AATE006478";"AGAP028608";"ASIS004782"
"AALB003341";"AATE019368";"AGAP004052";"ASIS008656"
"AALB006515";"AATE009672";"AGAP000236";"ASIS019019"
"AALB001892";"AATE006734";"AGAP009000";"ASIS018384"
"AALB003956";"AATE001741";"AGAP011386";"ASIS012099"
"AALB014151";"AATE011300";"AGAP028120";"ASIS010119"
"AALB005848";"AATE006941";"AGAP006158";"ASIS009773"
"AALB005463";"AATE000998";"AGAP007551";"ASIS019296"
"AALB008070";"AATE014239";"AGAP001679";"ASIS002694"
"AALB006820";"AATE005851";"AGAP000343";"ASIS015283"
"AALB006857";"AATE015818";"AGAP000982";"ASIS020044"
"AALB009318";"AATE003468";"AGAP007389";"ASIS007098"
"AALB004443";"AATE012870";"AGAP005906";"ASIS004212"
"AALB010401";"AATE018953";"AGAP010595";"ASIS003774"
"AALB004989";"AATE000168";"AGAP004915";"ASIS015361"
"AALB000159";"AATE008920";"AGAP008255";"ASIS004482"
"AALB000159";"AATE008920";"AGAP008255";"ASIS015627"
"AALB006933";"AATE014339";"AGAP000990";"ASIS002903"
"AALB000236";"AATE004412";"AGAP007762";"ASIS022900"
"AALB010331";"AATE021131";"AGAP011436";"ASIS008882"
"AALB001849";"AATE001716";"AGAP008203";"ASIS008041"
"AALB001849";"AATE001716";"AGAP008204";"ASIS008041"
"AALB001849";"AATE001716";"AGAP012855";"ASIS008041"
"AALB007673";"AATE000200";"AGAP001076";"ASIS010783"
"AALB004926";"AATE003747";"AGAP007208";"ASIS022895"
"AALB008469";"AATE020957";"AGAP004781";"ASIS017602"
"AALB002351";"AATE000305";"AGAP001394";"ASIS009422"
"AALB004453";"AATE016966";"AGAP012358";"ASIS020009"
"AALB004438";"AATE014984";"AGAP006046";"ASIS023523"
"AALB010820";"AATE010677";"AGAP011763";"ASIS017987"
"AALB005818";"AATE018611";"AGAP005541";"ASIS013872"
"AALB007567";"AATE015943";"AGAP010421";"ASIS009023"
"AALB000571";"AATE012023";"AGAP009661";"ASIS001124"
"AALB010592";"AATE004054";"AGAP011243";"ASIS005122"
"AALB009377";"AATE001419";"AGAP001201";"ASIS019719"
"AALB006437";"AATE020940";"AGAP000338";"ASIS022944"
"AALB002040";"AATE013169";"AGAP008053";"ASIS023342"
"AALB010581";"AATE000367";"AGAP011217";"ASIS009517"
"AALB002006";"AATE001262";"AGAP008613";"ASIS016965"
"AALB007860";"AATE003156";"AGAP010216";"ASIS015700"
"AALB009961";"AATE021159";"AGAP012225";"ASIS016111"
"AALB005552";"AATE013301";"AGAP006977";"ASIS020350"
"AALB006491";"AATE010785";"AGAP000443";"ASIS004923"
"AALB006491";"AATE010785";"AGAP000443";"ASIS014373"
"AALB005171";"AATE016881";"AGAP007524";"ASIS011752"
"AALB009230";"AATE019955";"AGAP001506";"ASIS003092"
"AALB008428";"AATE019808";"AGAP002959";"ASIS005685"
"AALB009816";"AATE008246";"AGAP028723";"ASIS002856"
"AALB004185";"AATE016011";"AGAP005099";"ASIS000464"
"AALB010366";"AATE009106";"AGAP011758";"ASIS017684"
"AALB002786";"AATE003591";"AGAP003723";"ASIS011751"
"AALB006776";"AATE020909";"AGAP000146";"ASIS001697"
"AALB006776";"AATE020909";"AGAP000146";"ASIS008717"
"AALB006266";"AATE020619";"AGAP000856";"ASIS012988"
"AALB010234";"AATE010483";"AGAP007989";"ASIS017164"
"AALB010234";"AATE010483";"AGAP007989";"ASIS022074"
"AALB010234";"AATE012658";"AGAP007989";"ASIS017164"
"AALB010234";"AATE012658";"AGAP007989";"ASIS022074"
"AALB008877";"AATE012622";"AGAP012803";"ASIS010657"
"AALB008877";"AATE012622";"AGAP002039";"ASIS010657"
"AALB003419";"AATE002894";"AGAP012932";"ASIS008599"
"AALB003419";"AATE002894";"AGAP001762";"ASIS008599"
"AALB005111";"AATE000278";"AGAP007442";"ASIS014187"
"AALB007790";"AATE006463";"AGAP004899";"ASIS016046"
"AALB008296";"AATE010048";"AGAP001426";"ASIS004354"
"AALB008602";"AATE009277";"AGAP002282";"ASIS013590"
"AALB001998";"AATE003653";"AGAP009870";"ASIS010645"
"AALB015757";"AATE001892";"AGAP010207";"ASIS006872"
"AALB002350";"AATE011632";"AGAP001391";"ASIS022781"
"AALB000609";"AATE001722";"AGAP028151";"ASIS018679"
"AALB000609";"AATE001722";"AGAP028057";"ASIS018679"
"AALB000609";"AATE001722";"AGAP028151";"ASIS004125"
"AALB000609";"AATE001722";"AGAP028057";"ASIS004125"
"AALB009853";"AATE003043";"AGAP010504";"ASIS002199"
"AALB009853";"AATE003043";"AGAP010505";"ASIS002199"
"AALB009853";"AATE003043";"AGAP010504";"ASIS017492"
"AALB009853";"AATE003043";"AGAP010505";"ASIS017492"
"AALB003435";"AATE007627";"AGAP012726";"ASIS015801"
"AALB003435";"AATE007627";"AGAP003120";"ASIS015801"
"AALB009986";"AATE012361";"AGAP012265";"ASIS006428"
"AALB008212";"AATE009976";"AGAP002576";"ASIS008988"
"AALB002625";"AATE003572";"AGAP002095";"ASIS007484"
"AALB005769";"AATE011957";"AGAP007112";"ASIS023627"
"AALB005889";"AATE020657";"AGAP005134";"ASIS008622"
"AALB002917";"AATE002729";"AGAP010295";"ASIS002275"
"AALB007529";"AATE008585";"AGAP004682";"ASIS013978"
"AALB001585";"AATE008611";"AGAP010004";"ASIS019444"
"AALB001585";"AATE008611";"AGAP012644";"ASIS019444"
"AALB008586";"AATE014204";"AGAP001731";"ASIS012759"
"AALB001576";"AATE020414";"AGAP007808";"ASIS012683"
"AALB001576";"AATE020414";"AGAP007808";"ASIS000367"
"AALB001576";"AATE020414";"AGAP007808";"ASIS021352"
"AALB005020";"AATE014343";"AGAP007042";"ASIS012873"
"AALB003669";"AATE001340";"AGAP002619";"ASIS018186"
"AALB015526";"AATE006632";"AGAP000192";"ASIS003421"
"AALB008951";"AATE008724";"AGAP002730";"ASIS010639"
"AALB000925";"AATE006065";"AGAP028192";"ASIS000289"
"AALB004670";"AATE015846";"AGAP006234";"ASIS021987"
"AALB003306";"AATE010204";"AGAP000630";"ASIS020217"
"AALB002986";"AATE001630";"AGAP004535";"ASIS018212"
"AALB009851";"AATE017512";"AGAP010503";"ASIS017565"
"AALB003018";"AATE011788";"AGAP003731";"ASIS003278"
"AALB005433";"AATE019080";"AGAP007725";"ASIS017687"
"AALB006463";"AATE017381";"AGAP013042";"ASIS015724"
"AALB001748";"AATE007514";"AGAP008426";"ASIS006514"
"AALB002367";"AATE018633";"AGAP002928";"ASIS002022"
"AALB003350";"AATE001134";"AGAP013096";"ASIS002409"
"AALB005605";"AATE003239";"AGAP005065";"ASIS012383"
"AALB005866";"AATE014426";"AGAP006349";"ASIS018867"
"AALB010411";"AATE009302";"AGAP010604";"ASIS018262"
"AALB010411";"AATE009302";"AGAP010602";"ASIS018262"
"AALB000378";"AATE002082";"AGAP009807";"ASIS023161"
"AALB004047";"AATE001165";"AGAP012132";"ASIS010190"
"AALB014359";"AATE018991";"AGAP004964";"ASIS010472"
"AALB014359";"AATE018991";"AGAP012779";"ASIS010472"
"AALB014359";"AATE018991";"AGAP012902";"ASIS010472"
"AALB007897";"AATE006577";"AGAP010164";"ASIS016665"
"AALB001135";"AATE006660";"AGAP009891";"ASIS003834"
"AALB005094";"AATE012118";"AGAP028605";"ASIS000383"
"AALB005094";"AATE012118";"AGAP028605";"ASIS000035"
"AALB002960";"AATE001863";"AGAP004572";"ASIS012573"
"AALB002867";"AATE000976";"AGAP013026";"ASIS013849"
"AALB008127";"AATE018916";"AGAP002136";"ASIS019235"
"AALB005303";"AATE020738";"AGAP006818";"ASIS009543"
"AALB009640";"AATE016195";"AGAP003871";"ASIS022389"
"AALB005755";"AATE001480";"AGAP007382";"ASIS018988"
"AALB003562";"AATE007751";"AGAP004506";"ASIS001115"
"AALB004714";"AATE017656";"AGAP006468";"ASIS015133"
"AALB005256";"AATE004763";"AGAP006573";"ASIS003006"
"AALB003207";"AATE004241";"AGAP005187";"ASIS013101"
"AALB003207";"AATE015905";"AGAP005187";"ASIS013101"
"AALB010102";"AATE012515";"AGAP011569";"ASIS001066"
"AALB008017";"AATE008943";"AGAP007788";"ASIS019174"
"AALB008017";"AATE008943";"AGAP007788";"ASIS002451"
"AALB008017";"AATE019465";"AGAP007788";"ASIS019174"
"AALB008017";"AATE019465";"AGAP007788";"ASIS002451"
"AALB008017";"AATE010904";"AGAP007788";"ASIS019174"
"AALB008017";"AATE010904";"AGAP007788";"ASIS002451"
"AALB006608";"AATE011983";"AGAP000046";"ASIS004053"
"AALB004141";"AATE008891";"AGAP005936";"ASIS000212"
"AALB015728";"AATE018919";"AGAP002102";"ASIS015385"
"AALB004737";"AATE006602";"AGAP004879";"ASIS014506"
"AALB001507";"AATE020770";"AGAP008134";"ASIS006320"
"AALB004711";"AATE017838";"AGAP005922";"ASIS011334"
"AALB002789";"AATE005327";"AGAP004332";"ASIS012602"
"AALB004031";"AATE016537";"AGAP011117";"ASIS017967"
"AALB006567";"AATE006286";"AGAP000309";"ASIS005563"
"AALB002757";"AATE007955";"AGAP011677";"ASIS012324"
"AALB006913";"AATE011756";"AGAP001675";"ASIS000768"
"AALB009208";"AATE001472";"AGAP001278";"ASIS022422"
"AALB008349";"AATE019535";"AGAP003335";"ASIS009403"
"AALB002362";"AATE009937";"AGAP001407";"ASIS012439"
"AALB005712";"AATE015128";"AGAP006883";"ASIS006277"
"AALB003436";"AATE015812";"AGAP003119";"ASIS009561"
"AALB004219";"AATE005704";"AGAP005561";"ASIS002044"
"AALB004937";"AATE018849";"AGAP006147";"ASIS000773"
"AALB003957";"AATE017030";"AGAP011388";"ASIS018662"
"AALB003957";"AATE017030";"AGAP012772";"ASIS018662"
"AALB003651";"AATE018946";"AGAP013430";"ASIS006049"
"AALB009129";"AATE001564";"AGAP001549";"ASIS014141"
"AALB010426";"AATE012054";"AGAP012361";"ASIS006432"
"AALB002687";"AATE004350";"AGAP001345";"ASIS003646"
"AALB002635";"AATE009510";"AGAP003631";"ASIS007957"
"AALB002635";"AATE018431";"AGAP003631";"ASIS007957"
"AALB005430";"AATE008921";"AGAP007728";"ASIS001283"
"AALB006796";"AATE010009";"AGAP000658";"ASIS008306"
"AALB010477";"AATE002844";"AGAP011111";"ASIS013395"
"AALB001282";"AATE014292";"AGAP010273";"ASIS010707"
"AALB003867";"AATE020250";"AGAP011584";"ASIS005219"
"AALB005668";"AATE008466";"AGAP006130";"ASIS006602"
"AALB010327";"AATE016649";"AGAP011690";"ASIS005972"
"AALB006268";"AATE007378";"AGAP000667";"ASIS007010"
"AALB004975";"AATE007060";"AGAP005044";"ASIS017927"
"AALB003496";"AATE009060";"AGAP004429";"ASIS004425"
"AALB005284";"AATE007224";"AGAP006802";"ASIS005365"
"AALB004928";"AATE002051";"AGAP006141";"ASIS012563"
"AALB009235";"AATE010230";"AGAP001499";"ASIS010062"
"AALB010862";"AATE004389";"AGAP011575";"ASIS016056"
"AALB002355";"AATE020062";"AGAP001399";"ASIS003390"
"AALB005928";"AATE017545";"AGAP005945";"ASIS004348"
"AALB006383";"AATE003568";"AGAP000965";"ASIS002088"
"AALB002012";"AATE012457";"AGAP008620";"ASIS023633"
"AALB005342";"AATE017581";"AGAP005381";"ASIS003210"
"AALB005342";"AATE012343";"AGAP005381";"ASIS003210"
"AALB005329";"AATE000123";"AGAP006867";"ASIS006701"
"AALB007766";"AATE019913";"AGAP000160";"ASIS021670"
"AALB006161";"AATE014538";"AGAP005130";"ASIS014263"
"AALB015544";"AATE009097";"AGAP004909";"ASIS018633"
"AALB009273";"AATE018917";"AGAP003611";"ASIS007718"
"AALB004124";"AATE004469";"AGAP005705";"ASIS013235"
"AALB004124";"AATE004469";"AGAP005704";"ASIS013235"
"AALB003505";"AATE002465";"AGAP002655";"ASIS006000"
"AALB002157";"AATE017332";"AGAP013195";"ASIS021630"
"AALB006217";"AATE012595";"AGAP007576";"ASIS004718"
"AALB004688";"AATE013251";"AGAP006205";"ASIS023748"
"AALB006791";"AATE004334";"AGAP000268";"ASIS003312"
"AALB004338";"AATE021139";"AGAP005242";"ASIS014049"
"AALB003244";"AATE013939";"AGAP028399";"ASIS010500"
"AALB002023";"AATE015215";"AGAP008080";"ASIS013638"
"AALB002794";"AATE019813";"AGAP003889";"ASIS008442"
