"aalbimanus_eg_gene";"aatroparvus_eg_gene";"agambiae_eg_gene"
"AALB000728";"AATE004063";"AGAP009615"
"AALB009191";"AATE006573";"AGAP001298"
"AALB006519";"AATE003063";"AGAP000396"
"AALB008735";"AATE008474";"AGAP003171"
"AALB008735";"AATE008474";"AGAP003173"
"AALB008735";"AATE002037";"AGAP003171"
"AALB008735";"AATE002037";"AGAP003173"
"AALB003434";"AATE004041";"AGAP003121"
"AALB002706";"AATE015992";"AGAP001953"
"AALB001013";"AATE019547";"AGAP008402"
"AALB004715";"AATE010801";"AGAP006469"
"AALB001420";"AATE011581";"AGAP007882"
"AALB007979";"AATE015653";"AGAP008933"
"AALB004833";"AATE013719";"AGAP000408"
"AALB004833";"AATE013719";"AGAP002950"
"AALB004833";"AATE013719";"AGAP003624"
"AALB004833";"AATE013719";"AGAP028577"
"AALB004833";"AATE013719";"AGAP000105"
"AALB004833";"AATE013719";"AGAP007639"
"AALB002931";"AATE015556";"AGAP010276"
"AALB006648";"AATE012682";"AGAP000153"
"AALB006648";"AATE006243";"AGAP000153"
"AALB001784";"AATE018825";"AGAP009604"
"AALB009422";"AATE003967";"AGAP001151"
"AALB002203";"AATE015009";"AGAP001803"
"AALB004831";"AATE005682";"AGAP006638"
"AALB007624";"AATE010309";"AGAP013097"
"AALB007792";"AATE017734";"AGAP000749"
"AALB004199";"AATE002379";"AGAP005119"
"AALB015493";"AATE014420";"AGAP011936"
"AALB000838";"AATE012602";"AGAP007964"
"AALB008006";"AATE016137";"AGAP007778"
"AALB006252";"AATE009321";"AGAP007646"
"AALB005067";"AATE012754";"AGAP006580"
"AALB010414";"AATE018923";"AGAP010610"
"AALB000660";"AATE006436";"AGAP008988"
"AALB004691";"AATE001675";"AGAP028452"
"AALB007949";"AATE015626";"AGAP010067"
"AALB000167";"AATE011076";"AGAP012477"
"AALB000167";"AATE011076";"AGAP008246"
"AALB009040";"AATE019421";"AGAP002842"
"AALB009040";"AATE014228";"AGAP002842"
"AALB002552";"AATE008443";"AGAP004203"
"AALB002552";"AATE008443";"AGAP013503"
"AALB002552";"AATE008443";"AGAP013109"
"AALB010534";"AATE020550";"AGAP011274"
"AALB006224";"AATE011843";"AGAP007567"
"AALB002953";"AATE018701";"AGAP002451"
"AALB007330";"AATE013486";"AGAP005014"
"AALB009052";"AATE018158";"AGAP002348"
"AALB006522";"AATE003330";"AGAP000543"
"AALB001543";"AATE003696";"AGAP008305"
"AALB001932";"AATE010284";"AGAP009305"
"AALB006406";"AATE008648";"AGAP000346"
"AALB009968";"AATE020020";"AGAP012336"
"AALB009694";"AATE007238";"AGAP003573"
"AALB010656";"AATE017779";"AGAP011987"
"AALB015789";"AATE010337";"AGAP003640"
"AALB003740";"AATE021043";"AGAP011909"
"AALB001409";"AATE004891";"AGAP013764"
"AALB002831";"AATE010994";"AGAP003449"
"AALB009124";"AATE020901";"AGAP002985"
"AALB001287";"AATE004031";"AGAP010252"
"AALB002212";"AATE003171";"AGAP001814"
"AALB005075";"AATE008696";"AGAP005732"
"AALB015517";"AATE014456";"AGAP007480"
"AALB009593";"AATE003956";"AGAP001330"
"AALB000369";"AATE015058";"AGAP009920"
"AALB006985";"AATE005785";"AGAP010954"
"AALB006709";"AATE006554";"AGAP000106"
"AALB000977";"AATE014071";"AGAP008092"
"AALB006060";"AATE009482";"AGAP006095"
"AALB010322";"AATE016645";"AGAP028529"
"AALB007779";"AATE010579";"AGAP000040"
"AALB008538";"AATE016226";"AGAP004086"
"AALB006606";"AATE019620";"AGAP001073"
"AALB010029";"AATE007282";"AGAP011517"
"AALB007919";"AATE019327";"AGAP010135"
"AALB004029";"AATE004297";"AGAP000492"
"AALB003982";"AATE016739";"AGAP010467"
"AALB004770";"AATE005383";"AGAP005903"
"AALB001694";"AATE007346";"AGAP009119"
"AALB001816";"AATE006538";"AGAP028560"
"AALB015739";"AATE002867";"AGAP005494"
"AALB005428";"AATE017551";"AGAP007730"
"AALB006807";"AATE013625";"AGAP000402"
"AALB015745";"AATE001860";"AGAP009431"
"AALB007505";"AATE006345";"AGAP004782"
"AALB008941";"AATE002840";"AGAP013044"
"AALB004999";"AATE012076";"AGAP007061"
"AALB006276";"AATE019530";"AGAP000684"
"AALB000877";"AATE008732";"AGAP010027"
"AALB000949";"AATE017542";"AGAP028225"
"AALB005417";"AATE000302";"AGAP007684"
"AALB010742";"AATE013425";"AGAP010644"
"AALB006596";"AATE005927";"AGAP000436"
"AALB004759";"AATE002906";"AGAP004819"
"AALB001707";"AATE004649";"AGAP009109"
"AALB005270";"AATE013542";"AGAP006784"
"AALB009988";"AATE000371";"AGAP011414"
"AALB007668";"AATE003209";"AGAP000502"
"AALB007125";"AATE013437";"AGAP003092"
"AALB008826";"AATE017123";"AGAP001894"
"AALB004559";"AATE005037";"AGAP006024"
"AALB015764";"AATE003055";"AGAP005964"
"AALB009214";"AATE012924";"AGAP001272"
"AALB004601";"AATE012310";"AGAP005603"
"AALB004601";"AATE012310";"AGAP005602"
"AALB006756";"AATE020341";"AGAP012976"
"AALB003170";"AATE016457";"AGAP004443"
"AALB009916";"AATE017494";"AGAP011032"
"AALB005087";"AATE002123";"AGAP006430"
"AALB003451";"AATE006655";"AGAP002896"
"AALB007211";"AATE015775";"AGAP003504"
"AALB007272";"AATE021023";"AGAP003135"
"AALB008021";"AATE010797";"AGAP008542"
"AALB006077";"AATE005295";"AGAP005458"
"AALB006077";"AATE005295";"AGAP005457"
"AALB002171";"AATE003354";"AGAP002256"
"AALB000457";"AATE016199";"AGAP008345"
"AALB010770";"AATE015990";"AGAP011130"
"AALB010271";"AATE016310";"AGAP010706"
"AALB009542";"AATE010944";"AGAP003211"
"AALB002028";"AATE005486";"AGAP008072"
"AALB004555";"AATE004217";"AGAP007094"
"AALB007020";"AATE012273";"AGAP028154"
"AALB007569";"AATE003603";"AGAP010420"
"AALB005478";"AATE019712";"AGAP007322"
"AALB009879";"AATE004338";"AGAP010633"
"AALB009879";"AATE004338";"AGAP010632"
"AALB010328";"AATE003228";"AGAP011691"
"AALB003783";"AATE003401";"AGAP012369"
"AALB008639";"AATE005265";"AGAP013209"
"AALB007774";"AATE002648";"AGAP000389"
"AALB007774";"AATE016113";"AGAP000389"
"AALB009391";"AATE018112";"AGAP001189"
"AALB007943";"AATE010471";"AGAP010080"
"AALB007595";"AATE013116";"AGAP028121"
"AALB007929";"AATE019794";"AGAP010108"
"AALB007929";"AATE019794";"AGAP010121"
"AALB007929";"AATE019794";"AGAP010104"
"AALB007929";"AATE019794";"AGAP010102"
"AALB007929";"AATE019794";"AGAP010107"
"AALB007929";"AATE019794";"AGAP010105"
"AALB007929";"AATE019794";"AGAP010106"
"AALB007929";"AATE019794";"AGAP010103"
"AALB009668";"AATE007076";"AGAP002224"
"AALB004781";"AATE019626";"AGAP005895"
"AALB005984";"AATE000275";"AGAP007394"
"AALB006923";"AATE011645";"AGAP000847"
"AALB007396";"AATE005411";"AGAP011315"
"AALB009833";"AATE018369";"AGAP010728"
"AALB014493";"AATE005260";"AGAP006701"
"AALB008953";"AATE018349";"AGAP002728"
"AALB003566";"AATE016051";"AGAP012575"
"AALB003566";"AATE016051";"AGAP004500"
"AALB004463";"AATE008306";"AGAP005805"
"AALB004268";"AATE021102";"AGAP005990"
"AALB000141";"AATE013629";"AGAP009073"
"AALB009291";"AATE006379";"AGAP002086"
"AALB003806";"AATE004706";"AGAP012406"
"AALB006263";"AATE001081";"AGAP012986"
"AALB009497";"AATE008481";"AGAP003279"
"AALB010506";"AATE021042";"AGAP012313"
"AALB003312";"AATE002691";"AGAP001021"
"AALB007925";"AATE017777";"AGAP010128"
"AALB007925";"AATE017777";"AGAP013749"
"AALB007925";"AATE017777";"AGAP010113"
"AALB007925";"AATE017777";"AGAP010119"
"AALB007925";"AATE017777";"AGAP010112"
"AALB007925";"AATE017777";"AGAP010126"
"AALB007925";"AATE017777";"AGAP010116"
"AALB007925";"AATE017777";"AGAP010120"
"AALB007925";"AATE017777";"AGAP010114"
"AALB007925";"AATE017777";"AGAP010117"
"AALB007925";"AATE017777";"AGAP010127"
"AALB007925";"AATE015281";"AGAP010128"
"AALB007925";"AATE015281";"AGAP013749"
"AALB007925";"AATE015281";"AGAP010113"
"AALB007925";"AATE015281";"AGAP010119"
"AALB007925";"AATE015281";"AGAP010112"
"AALB007925";"AATE015281";"AGAP010126"
"AALB007925";"AATE015281";"AGAP010116"
"AALB007925";"AATE015281";"AGAP010120"
"AALB007925";"AATE015281";"AGAP010114"
"AALB007925";"AATE015281";"AGAP010117"
"AALB007925";"AATE015281";"AGAP010127"
"AALB007925";"AATE018337";"AGAP010128"
"AALB007925";"AATE018337";"AGAP013749"
"AALB007925";"AATE018337";"AGAP010113"
"AALB007925";"AATE018337";"AGAP010119"
"AALB007925";"AATE018337";"AGAP010112"
"AALB007925";"AATE018337";"AGAP010126"
"AALB007925";"AATE018337";"AGAP010116"
"AALB007925";"AATE018337";"AGAP010120"
"AALB007925";"AATE018337";"AGAP010114"
"AALB007925";"AATE018337";"AGAP010117"
"AALB007925";"AATE018337";"AGAP010127"
"AALB004198";"AATE002699";"AGAP005118"
"AALB004144";"AATE014726";"AGAP005939"
"AALB007903";"AATE015365";"AGAP010157"
"AALB004569";"AATE015370";"AGAP006030"
"AALB015530";"AATE019340";"AGAP008019"
"AALB015530";"AATE000948";"AGAP008019"
"AALB015530";"AATE004848";"AGAP008019"
"AALB015530";"AATE003901";"AGAP008019"
"AALB001485";"AATE007876";"AGAP008109"
"AALB002333";"AATE003473";"AGAP004097"
"AALB001634";"AATE019171";"AGAP009463"
"AALB003959";"AATE016555";"AGAP011396"
"AALB003959";"AATE011705";"AGAP011396"
"AALB003959";"AATE017875";"AGAP011396"
"AALB009897";"AATE021689";"AGAP011081"
"AALB009086";"AATE008398";"AGAP002128"
"AALB014329";"AATE021106";"AGAP004057"
"AALB000987";"AATE003078";"AGAP008100"
"AALB000987";"AATE002469";"AGAP008100"
"AALB015547";"AATE018163";"AGAP001168"
"AALB010330";"AATE014419";"AGAP011437"
"AALB005953";"AATE016753";"AGAP005531"
"AALB004981";"AATE000944";"AGAP028394"
"AALB009461";"AATE016689";"AGAP004176"
"AALB002901";"AATE001611";"AGAP004659"
"AALB009159";"AATE003437";"AGAP001515"
"AALB001211";"AATE008530";"AGAP009028"
"AALB008430";"AATE004749";"AGAP002961"
"AALB004284";"AATE016364";"AGAP006013"
"AALB003394";"AATE003066";"AGAP003418"
"AALB002662";"AATE012039";"AGAP002250"
"AALB003116";"AATE000384";"AGAP003184"
"AALB004474";"AATE006287";"AGAP005796"
"AALB010343";"AATE017878";"AGAP011417"
"AALB010343";"AATE019032";"AGAP011417"
"AALB002197";"AATE008970";"AGAP001995"
"AALB008543";"AATE013420";"AGAP004251"
"AALB009282";"AATE009086";"AGAP003618"
"AALB008239";"AATE020191";"AGAP002552"
"AALB000032";"AATE000850";"AGAP008179"
"AALB004796";"AATE004488";"AGAP005721"
"AALB002996";"AATE019775";"AGAP001380"
"AALB001194";"AATE019305";"AGAP008827"
"AALB005458";"AATE017876";"AGAP007548"
"AALB007416";"AATE010278";"AGAP011295"
"AALB007057";"AATE018725";"AGAP011158"
"AALB001811";"AATE011794";"AGAP008876"
"AALB000590";"AATE015711";"AGAP000631"
"AALB008355";"AATE007733";"AGAP004608"
"AALB009646";"AATE011750";"AGAP002246"
"AALB000224";"AATE010391";"AGAP008574"
"AALB002669";"AATE000392";"AGAP001961"
"AALB002669";"AATE010943";"AGAP001961"
"AALB006063";"AATE011183";"AGAP005437"
"AALB010635";"AATE004933";"AGAP010857"
"AALB003557";"AATE011928";"AGAP004507"
"AALB008604";"AATE008400";"AGAP002287"
"AALB003952";"AATE018597";"AGAP011384"
"AALB004588";"AATE012753";"AGAP004910"
"AALB000524";"AATE000640";"AGAP009591"
"AALB004147";"AATE006147";"AGAP006363"
"AALB006413";"AATE018213";"AGAP000283"
"AALB015528";"AATE006416";"AGAP008022"
"AALB008187";"AATE014489";"AGAP003593"
"AALB002398";"AATE010462";"AGAP003018"
"AALB010487";"AATE008422";"AGAP012154"
"AALB010487";"AATE014807";"AGAP012154"
"AALB010487";"AATE011224";"AGAP012154"
"AALB010487";"AATE008239";"AGAP012154"
"AALB000811";"AATE004953";"AGAP009788"
"AALB009173";"AATE011681";"AGAP002531"
"AALB008457";"AATE011457";"AGAP001721"
"AALB001506";"AATE008348";"AGAP008135"
"AALB006641";"AATE021170";"AGAP000065"
"AALB002611";"AATE002360";"AGAP002109"
"AALB010755";"AATE000477";"AGAP011105"
"AALB004337";"AATE011863";"AGAP005243"
"AALB000040";"AATE010645";"AGAP008167"
"AALB009329";"AATE007586";"AGAP001245"
"AALB007414";"AATE009421";"AGAP011297"
"AALB000095";"AATE008290";"AGAP009746"
"AALB015498";"AATE011177";"AGAP003651"
"AALB008798";"AATE004737";"AGAP012463"
"AALB007719";"AATE005635";"AGAP004895"
"AALB004232";"AATE019183";"AGAP007000"
"AALB001020";"AATE018000";"AGAP009240"
"AALB006959";"AATE001412";"AGAP010885"
"AALB003161";"AATE012645";"AGAP013542"
"AALB003167";"AATE005197";"AGAP004446"
"AALB000872";"AATE018188";"AGAP010030"
"AALB015577";"AATE015076";"AGAP009804"
"AALB008959";"AATE002624";"AGAP002724"
"AALB001500";"AATE006135";"AGAP013730"
"AALB007503";"AATE014814";"AGAP004742"
"AALB008259";"AATE004381";"AGAP002082"
"AALB003572";"AATE013441";"AGAP004363"
"AALB009090";"AATE007362";"AGAP002981"
"AALB010229";"AATE012947";"AGAP028584"
"AALB010229";"AATE012947";"AGAP010555"
"AALB007294";"AATE007339";"AGAP004997"
"AALB002228";"AATE017409";"AGAP001828"
"AALB005134";"AATE011520";"AGAP007478"
"AALB004117";"AATE009511";"AGAP007127"
"AALB006448";"AATE003174";"AGAP000015"
"AALB010867";"AATE004067";"AGAP012665"
"AALB010867";"AATE004067";"AGAP003675"
"AALB010778";"AATE006878";"AGAP011136"
"AALB007893";"AATE015413";"AGAP010249"
"AALB005473";"AATE020044";"AGAP007325"
"AALB015756";"AATE010950";"AGAP005471"
"AALB000784";"AATE002505";"AGAP027993"
"AALB003082";"AATE007015";"AGAP003851"
"AALB001516";"AATE018567";"AGAP008150"
"AALB007177";"AATE018594";"AGAP002402"
"AALB006482";"AATE008311";"AGAP000387"
"AALB008049";"AATE020011";"AGAP009019"
"AALB009945";"AATE005301";"AGAP011983"
"AALB003928";"AATE015163";"AGAP003076"
"AALB003202";"AATE020378";"AGAP005178"
"AALB001461";"AATE004252";"AGAP009285"
"AALB005746";"AATE021027";"AGAP005828"
"AALB009075";"AATE019357";"AGAP002119"
"AALB008529";"AATE007531";"AGAP003649"
"AALB008869";"AATE006776";"AGAP003292"
"AALB005170";"AATE009474";"AGAP007523"
"AALB006687";"AATE008753";"AGAP001006"
"AALB004956";"AATE001935";"AGAP005349"
"AALB008520";"AATE008310";"AGAP003843"
"AALB010159";"AATE008984";"AGAP010742"
"AALB004345";"AATE010896";"AGAP005234"
"AALB015652";"AATE017140";"AGAP012291"
"AALB007439";"AATE011876";"AGAP011535"
"AALB000840";"AATE002897";"AGAP007962"
"AALB000317";"AATE016667";"AGAP007977"
"AALB014904";"AATE016099";"AGAP028727"
"AALB004424";"AATE001965";"AGAP006062"
"AALB005416";"AATE003444";"AGAP007685"
"AALB005077";"AATE015142";"AGAP005734"
"AALB001809";"AATE017282";"AGAP008874"
"AALB008271";"AATE001137";"AGAP004631"
"AALB001120";"AATE008318";"AGAP008190"
"AALB003090";"AATE020544";"AGAP003845"
"AALB004594";"AATE001039";"AGAP005588"
"AALB004594";"AATE016723";"AGAP005588"
"AALB002807";"AATE007785";"AGAP003477"
"AALB005949";"AATE007737";"AGAP007117"
"AALB004476";"AATE020704";"AGAP005795"
"AALB004476";"AATE019077";"AGAP005795"
"AALB000077";"AATE007743";"AGAP008776"
"AALB006024";"AATE017627";"AGAP005434"
"AALB007966";"AATE011844";"AGAP010057"
"AALB004309";"AATE001329";"AGAP004848"
"AALB002200";"AATE018669";"AGAP001802"
"AALB008578";"AATE012523";"AGAP001725"
"AALB003022";"AATE012983";"AGAP013187"
"AALB008207";"AATE018326";"AGAP002579"
"AALB007425";"AATE017919";"AGAP011287"
"AALB015551";"AATE018424";"AGAP011940"
"AALB007479";"AATE017020";"AGAP004708"
"AALB003729";"AATE006354";"AGAP011892"
"AALB009842";"AATE010847";"AGAP010491"
"AALB009804";"AATE018072";"AGAP028423"
"AALB009804";"AATE018072";"AGAP028412"
"AALB001183";"AATE005173";"AGAP008821"
"AALB009080";"AATE000901";"AGAP002122"
"AALB001527";"AATE011655";"AGAP008833"
"AALB005121";"AATE014668";"AGAP007457"
"AALB008077";"AATE016561";"AGAP001685"
"AALB000133";"AATE003705";"AGAP009703"
"AALB014619";"AATE006845";"AGAP009564"
"AALB015478";"AATE015715";"AGAP003258"
"AALB006695";"AATE001024";"AGAP000842"
"AALB007148";"AATE018101";"AGAP012983"
"AALB000129";"AATE017235";"AGAP009717"
"AALB000129";"AATE017235";"AGAP009723"
"AALB000129";"AATE017235";"AGAP009715"
"AALB000129";"AATE017235";"AGAP028644"
"AALB000129";"AATE017235";"AGAP009711"
"AALB000129";"AATE017235";"AGAP009716"
"AALB001766";"AATE003041";"AGAP009324"
"AALB006261";"AATE000185";"AGAP000167"
"AALB005210";"AATE017430";"AGAP005480"
"AALB003122";"AATE015921";"AGAP003820"
"AALB009615";"AATE014171";"AGAP002063"
"AALB008231";"AATE011626";"AGAP002558"
"AALB001345";"AATE013039";"AGAP009550"
"AALB001345";"AATE017297";"AGAP009550"
"AALB001345";"AATE004471";"AGAP009550"
"AALB001345";"AATE012866";"AGAP009550"
"AALB010443";"AATE016400";"AGAP010807"
"AALB001508";"AATE020242";"AGAP008136"
"AALB008671";"AATE011480";"AGAP002678"
"AALB001583";"AATE008751";"AGAP010005"
"AALB000355";"AATE008417";"AGAP009166"
"AALB005133";"AATE014768";"AGAP007477"
"AALB007296";"AATE015520";"AGAP004995"
"AALB002710";"AATE005685";"AGAP001949"
"AALB009517";"AATE017629";"AGAP003244"
"AALB003234";"AATE014377";"AGAP006246"
"AALB006975";"AATE019382";"AGAP010934"
"AALB010773";"AATE003224";"AGAP011133"
"AALB003137";"AATE012205";"AGAP013391"
"AALB003137";"AATE000703";"AGAP013391"
"AALB005258";"AATE014016";"AGAP006575"
"AALB005800";"AATE007642";"AGAP005947"
"AALB006840";"AATE003509";"AGAP000717"
"AALB001521";"AATE014092";"AGAP013750"
"AALB002993";"AATE000791";"AGAP004524"
"AALB004295";"AATE004568";"AGAP006022"
"AALB004165";"AATE001426";"AGAP004855"
"AALB010009";"AATE015688";"AGAP012093"
"AALB004620";"AATE009944";"AGAP005624"
"AALB008751";"AATE008410";"AGAP001669"
"AALB008751";"AATE008410";"AGAP001666"
"AALB008751";"AATE008410";"AGAP001667"
"AALB008751";"AATE008410";"AGAP001664"
"AALB008751";"AATE008410";"AGAP001665"
"AALB008751";"AATE008410";"AGAP001668"
"AALB008751";"AATE019331";"AGAP001669"
"AALB008751";"AATE019331";"AGAP001666"
"AALB008751";"AATE019331";"AGAP001667"
"AALB008751";"AATE019331";"AGAP001664"
"AALB008751";"AATE019331";"AGAP001665"
"AALB008751";"AATE019331";"AGAP001668"
"AALB000956";"AATE013255";"AGAP008705"
"AALB015600";"AATE010905";"AGAP012702"
"AALB015600";"AATE010905";"AGAP004173"
"AALB015600";"AATE019743";"AGAP012702"
"AALB015600";"AATE019743";"AGAP004173"
"AALB009175";"AATE019166";"AGAP002533"
"AALB004148";"AATE021097";"AGAP006362"
"AALB006154";"AATE005462";"AGAP006073"
"AALB010462";"AATE018836";"AGAP012308"
"AALB007814";"AATE020506";"AGAP004969"
"AALB007814";"AATE008152";"AGAP004969"
"AALB004607";"AATE004222";"AGAP005608"
"AALB007477";"AATE010427";"AGAP004703"
"AALB000839";"AATE003361";"AGAP007963"
"AALB008013";"AATE008476";"AGAP007783"
"AALB002725";"AATE001205";"AGAP001934"
"AALB010652";"AATE010326";"AGAP011390"
"AALB010652";"AATE010326";"AGAP011389"
"AALB010652";"AATE010326";"AGAP011391"
"AALB010163";"AATE011893";"AGAP010738"
"AALB002291";"AATE013594";"AGAP002791"
"AALB010760";"AATE005870";"AGAP012140"
"AALB008444";"AATE007824";"AGAP002703"
"AALB008297";"AATE020688";"AGAP001427"
"AALB001005";"AATE008980";"AGAP008390"
"AALB001691";"AATE019024";"AGAP028031"
"AALB002589";"AATE009123";"AGAP003361"
"AALB002967";"AATE000508";"AGAP004569"
"AALB002967";"AATE000508";"AGAP004568"
"AALB002967";"AATE000508";"AGAP004570"
"AALB003677";"AATE009383";"AGAP002218"
"AALB000340";"AATE008857";"AGAP007996"
"AALB001977";"AATE005666";"AGAP007859"
"AALB001977";"AATE005666";"AGAP007856"
"AALB015645";"AATE006405";"AGAP003098"
"AALB004082";"AATE020465";"AGAP006323"
"AALB007701";"AATE008844";"AGAP000472"
"AALB008809";"AATE009907";"AGAP001917"
"AALB008749";"AATE013491";"AGAP001662"
"AALB000183";"AATE006002";"AGAP008228"
"AALB007798";"AATE001310";"AGAP000295"
"AALB008980";"AATE011164";"AGAP002850"
"AALB002236";"AATE009650";"AGAP001861"
"AALB001489";"AATE000468";"AGAP008112"
"AALB002007";"AATE014178";"AGAP028595"
"AALB002621";"AATE001970";"AGAP002099"
"AALB010407";"AATE007684";"AGAP028018"
"AALB010313";"AATE005814";"AGAP011675"
"AALB007309";"AATE002975";"AGAP004937"
"AALB008810";"AATE004283";"AGAP001916"
"AALB002027";"AATE012581";"AGAP008075"
"AALB008904";"AATE017584";"AGAP002820"
"AALB004428";"AATE010529";"AGAP006059"
"AALB005399";"AATE001752";"AGAP007618"
"AALB002283";"AATE010085";"AGAP002782"
"AALB006011";"AATE007394";"AGAP006769"
"AALB000498";"AATE019965";"AGAP009565"
"AALB004262";"AATE010124";"AGAP006916"
"AALB004570";"AATE002895";"AGAP006031"
"AALB003383";"AATE015224";"AGAP003405"
"AALB007331";"AATE001530";"AGAP005013"
"AALB007331";"AATE001530";"AGAP012568"
"AALB007331";"AATE001530";"AGAP005012"
"AALB007331";"AATE001530";"AGAP012567"
"AALB010471";"AATE018723";"AGAP011113"
"AALB015638";"AATE012101";"AGAP005094"
"AALB008575";"AATE005065";"AGAP004152"
"AALB003120";"AATE013745";"AGAP003823"
"AALB006441";"AATE016512";"AGAP000368"
"AALB009751";"AATE001682";"AGAP005031"
"AALB000633";"AATE013443";"AGAP009840"
"AALB002144";"AATE015106";"AGAP004121"
"AALB010513";"AATE015464";"AGAP011792"
"AALB004238";"AATE000144";"AGAP007006"
"AALB010579";"AATE003381";"AGAP011216"
"AALB004482";"AATE000397";"AGAP007674"
"AALB005648";"AATE020172";"AGAP007202"
"AALB007528";"AATE014756";"AGAP010310"
"AALB001930";"AATE002461";"AGAP008028"
"AALB008596";"AATE007846";"AGAP001742"
"AALB008221";"AATE002766";"AGAP002571"
"AALB009789";"AATE019324";"AGAP028530"
"AALB004803";"AATE007856";"AGAP006216"
"AALB004355";"AATE012223";"AGAP005225"
"AALB006699";"AATE018670";"AGAP000119"
"AALB010263";"AATE002272";"AGAP011814"
"AALB005583";"AATE018630";"AGAP007169"
"AALB007654";"AATE018724";"AGAP000791"
"AALB003183";"AATE010739";"AGAP003661"
"AALB002185";"AATE018361";"AGAP001981"
"AALB008565";"AATE003263";"AGAP004159"
"AALB007038";"AATE006454";"AGAP028514"
"AALB001046";"AATE009242";"AGAP009268"
"AALB010658";"AATE015762";"AGAP011989"
"AALB008025";"AATE011086";"AGAP008538"
"AALB009809";"AATE013912";"AGAP011450"
"AALB001961";"AATE008356";"AGAP009331"
"AALB008314";"AATE015803";"AGAP004622"
"AALB009684";"AATE014141";"AGAP002606"
"AALB003686";"AATE015751";"AGAP003479"
"AALB004636";"AATE008317";"AGAP007018"
"AALB008857";"AATE012920";"AGAP002174"
"AALB003217";"AATE011080";"AGAP005208"
"AALB003857";"AATE009059";"AGAP011604"
"AALB004099";"AATE007668";"AGAP006342"
"AALB004099";"AATE007668";"AGAP006343"
"AALB000238";"AATE004529";"AGAP007763"
"AALB008881";"AATE001410";"AGAP002037"
"AALB006033";"AATE020334";"AGAP005421"
"AALB005844";"AATE001706";"AGAP006165"
"AALB006868";"AATE017791";"AGAP000783"
"AALB000174";"AATE008168";"AGAP008239"
"AALB010236";"AATE019969";"AGAP010567"
"AALB007493";"AATE014046";"AGAP004729"
"AALB003854";"AATE017598";"AGAP011608"
"AALB004901";"AATE000688";"AGAP006901"
"AALB009772";"AATE015714";"AGAP028091"
"AALB003327";"AATE012405";"AGAP000943"
"AALB004624";"AATE007011";"AGAP005629"
"AALB007054";"AATE009725";"AGAP011162"
"AALB004247";"AATE000423";"AGAP005865"
"AALB006768";"AATE000187";"AGAP000660"
"AALB006065";"AATE012041";"AGAP005440"
"AALB009839";"AATE014208";"AGAP010488"
"AALB014379";"AATE010128";"AGAP001610"
"AALB003070";"AATE006302";"AGAP001788"
